battle_id,player_won,p1_mean_hp_start
0,1,115.83333333333333
1,1,123.33333333333333
2,1,124.16666666666667
3,1,121.66666666666667
4,1,114.16666666666667
5,1,103.33333333333333
6,1,74.16666666666667
7,1,89.16666666666667
8,1,74.16666666666667
9,1,120.83333333333333
10,1,100.83333333333333
11,1,120.83333333333333
12,1,120.83333333333333
13,1,115.83333333333333
14,1,121.66666666666667
15,1,115.83333333333333
16,1,108.33333333333333
17,1,102.5
18,1,124.16666666666667
19,1,124.16666666666667
20,1,122.5
21,1,97.5
22,1,115.83333333333333
23,1,117.5
24,1,133.33333333333334
25,1,107.5
26,1,121.66666666666667
27,1,114.16666666666667
28,1,117.5
29,1,121.66666666666667
30,1,120.83333333333333
31,1,129.16666666666666
32,1,115.83333333333333
33,1,75.83333333333333
34,1,115.83333333333333
35,1,118.33333333333333
36,1,110.0
37,1,120.83333333333333
38,1,124.16666666666667
39,1,129.16666666666666
40,1,121.66666666666667
41,1,116.66666666666667
42,1,126.83333333333333
43,1,115.83333333333333
44,1,108.33333333333333
45,1,117.5
46,1,110.0
47,1,120.0
48,1,97.5
49,1,127.5
50,1,124.16666666666667
51,1,117.5
52,1,109.16666666666667
53,1,116.83333333333333
54,1,114.16666666666667
55,1,114.16666666666667
56,1,123.33333333333333
57,1,120.83333333333333
58,1,123.33333333333333
59,1,120.83333333333333
60,1,72.5
61,1,115.83333333333333
62,1,115.83333333333333
63,1,117.5
64,1,116.66666666666667
65,1,125.0
66,1,95.83333333333333
67,1,118.33333333333333
68,1,115.83333333333333
69,1,115.0
70,1,87.16666666666667
71,1,99.16666666666667
72,1,101.66666666666667
73,1,116.66666666666667
74,1,120.0
75,1,102.5
76,1,104.16666666666667
77,1,132.5
78,1,77.5
79,1,119.16666666666667
80,1,116.66666666666667
81,1,127.5
82,1,125.0
83,1,110.83333333333333
84,1,115.0
85,1,109.33333333333333
86,1,118.33333333333333
87,1,127.5
88,1,117.5
89,1,115.83333333333333
90,1,115.83333333333333
91,1,115.83333333333333
92,1,107.5
93,1,109.16666666666667
94,1,115.0
95,1,123.33333333333333
96,1,125.83333333333333
97,1,118.33333333333333
98,1,116.66666666666667
99,1,123.33333333333333
100,1,117.5
101,1,75.83333333333333
102,1,112.5
103,1,75.83333333333333
104,1,122.5
105,1,119.16666666666667
106,1,119.16666666666667
107,1,120.83333333333333
108,1,96.66666666666667
109,1,74.16666666666667
110,1,126.66666666666667
111,1,120.0
112,1,115.83333333333333
113,1,116.66666666666667
114,1,90.0
115,1,117.5
116,1,116.66666666666667
117,1,115.83333333333333
118,1,120.0
119,1,109.16666666666667
120,1,123.33333333333333
121,1,102.5
122,1,121.66666666666667
123,1,115.83333333333333
124,1,114.16666666666667
125,1,111.66666666666667
126,1,114.16666666666667
127,1,117.5
128,1,122.5
129,1,64.16666666666667
130,1,103.33333333333333
131,1,125.0
132,1,116.66666666666667
133,1,121.66666666666667
134,1,93.33333333333333
135,1,115.0
136,1,121.66666666666667
137,1,84.16666666666667
138,1,116.66666666666667
139,1,121.66666666666667
140,1,120.83333333333333
141,1,121.66666666666667
142,1,112.5
143,1,116.83333333333333
144,1,117.5
145,1,123.33333333333333
146,1,93.33333333333333
147,1,114.16666666666667
148,1,124.16666666666667
149,1,97.5
150,1,115.83333333333333
151,1,124.16666666666667
152,1,115.83333333333333
153,1,118.33333333333333
154,1,123.33333333333333
155,1,122.5
156,1,98.33333333333333
157,1,106.66666666666667
158,1,115.83333333333333
159,1,120.83333333333333
160,1,115.0
161,1,115.83333333333333
162,1,124.16666666666667
163,1,120.83333333333333
164,1,121.66666666666667
165,1,121.66666666666667
166,1,120.83333333333333
167,1,120.83333333333333
168,1,117.5
169,1,120.0
170,1,120.83333333333333
171,1,100.83333333333333
172,1,96.66666666666667
173,1,73.33333333333333
174,1,110.0
175,1,108.33333333333333
176,1,110.83333333333333
177,1,115.0
178,1,124.16666666666667
179,1,124.16666666666667
180,1,103.33333333333333
181,1,125.83333333333333
182,1,127.5
183,1,75.83333333333333
184,1,124.16666666666667
185,1,110.0
186,1,129.16666666666666
187,1,116.66666666666667
188,1,116.66666666666667
189,1,119.16666666666667
190,1,115.83333333333333
191,1,121.66666666666667
192,1,87.5
193,1,108.33333333333333
194,1,123.33333333333333
195,1,115.83333333333333
196,1,121.66666666666667
197,1,75.83333333333333
198,1,85.16666666666667
199,1,129.16666666666666
200,1,118.83333333333333
201,1,116.66666666666667
202,1,118.33333333333333
203,1,96.66666666666667
204,1,93.33333333333333
205,1,128.33333333333334
206,1,114.16666666666667
207,1,78.33333333333333
208,1,118.33333333333333
209,1,128.33333333333334
210,1,109.16666666666667
211,1,124.16666666666667
212,1,117.5
213,1,115.83333333333333
214,1,90.0
215,1,118.33333333333333
216,1,98.33333333333333
217,1,64.16666666666667
218,1,127.5
219,1,122.5
220,1,127.66666666666667
221,1,124.16666666666667
222,1,116.66666666666667
223,1,122.5
224,1,106.66666666666667
225,1,117.5
226,1,74.16666666666667
227,1,117.5
228,1,105.0
229,1,68.33333333333333
230,1,125.0
231,1,115.0
232,1,121.66666666666667
233,1,120.83333333333333
234,1,120.83333333333333
235,1,128.33333333333334
236,1,116.66666666666667
237,1,117.5
238,1,119.16666666666667
239,1,112.5
240,1,120.83333333333333
241,1,116.66666666666667
242,1,109.16666666666667
243,1,120.83333333333333
244,1,121.66666666666667
245,1,115.0
246,1,119.16666666666667
247,1,127.66666666666667
248,1,74.16666666666667
249,1,116.66666666666667
250,1,115.83333333333333
251,1,115.83333333333333
252,1,118.33333333333333
253,1,115.0
254,1,125.83333333333333
255,1,95.83333333333333
256,1,121.66666666666667
257,1,95.0
258,1,117.5
259,1,85.83333333333333
260,1,100.83333333333333
261,1,117.5
262,1,112.5
263,1,111.66666666666667
264,1,66.66666666666667
265,1,122.5
266,1,128.33333333333334
267,1,89.16666666666667
268,1,116.66666666666667
269,1,122.5
270,1,122.5
271,1,123.33333333333333
272,1,100.0
273,1,120.0
274,1,90.83333333333333
275,1,117.5
276,1,120.83333333333333
277,1,117.5
278,1,116.66666666666667
279,1,77.5
280,1,125.0
281,1,93.33333333333333
282,1,118.33333333333333
283,1,115.83333333333333
284,1,120.0
285,1,119.16666666666667
286,1,90.0
287,1,77.5
288,1,110.83333333333333
289,1,116.66666666666667
290,1,114.16666666666667
291,1,106.33333333333333
292,1,120.0
293,1,102.5
294,1,85.83333333333333
295,1,121.66666666666667
296,1,117.5
297,1,103.33333333333333
298,1,114.16666666666667
299,1,118.33333333333333
300,1,121.66666666666667
301,1,115.83333333333333
302,1,128.33333333333334
303,1,122.5
304,1,100.0
305,1,76.66666666666667
306,1,105.0
307,1,93.33333333333333
308,1,115.0
309,1,120.83333333333333
310,1,120.83333333333333
311,1,115.83333333333333
312,1,117.5
313,1,115.0
314,1,93.5
315,1,117.5
316,1,75.83333333333333
317,1,115.83333333333333
318,1,107.5
319,1,112.5
320,1,115.83333333333333
321,1,88.33333333333333
322,1,124.16666666666667
323,1,108.33333333333333
324,1,121.66666666666667
325,1,109.16666666666667
326,1,72.5
327,1,121.66666666666667
328,1,121.66666666666667
329,1,90.83333333333333
330,1,124.16666666666667
331,1,122.5
332,1,125.0
333,1,80.0
334,1,115.83333333333333
335,1,123.33333333333333
336,1,122.5
337,1,124.16666666666667
338,1,127.5
339,1,127.5
340,1,99.16666666666667
341,1,115.83333333333333
342,1,120.0
343,1,116.66666666666667
344,1,68.33333333333333
345,1,122.5
346,1,126.66666666666667
347,1,102.5
348,1,120.0
349,1,122.5
350,1,114.16666666666667
351,1,119.16666666666667
352,1,121.66666666666667
353,1,104.16666666666667
354,1,113.33333333333333
355,1,90.83333333333333
356,1,124.16666666666667
357,1,74.16666666666667
358,1,120.83333333333333
359,1,117.5
360,1,124.16666666666667
361,1,115.83333333333333
362,1,128.33333333333334
363,1,129.16666666666666
364,1,75.83333333333333
365,1,115.83333333333333
366,1,115.0
367,1,121.66666666666667
368,1,122.5
369,1,127.66666666666667
370,1,118.33333333333333
371,1,119.16666666666667
372,1,117.5
373,1,105.0
374,1,89.16666666666667
375,1,118.33333333333333
376,1,108.33333333333333
377,1,95.0
378,1,117.5
379,1,116.66666666666667
380,1,122.5
381,1,97.66666666666667
382,1,120.0
383,1,115.83333333333333
384,1,89.33333333333333
385,1,124.16666666666667
386,1,124.33333333333333
387,1,120.0
388,1,122.5
389,1,115.0
390,1,120.83333333333333
391,1,114.16666666666667
392,1,117.5
393,1,115.83333333333333
394,1,127.5
395,1,99.33333333333333
396,1,117.5
397,1,116.66666666666667
398,1,128.33333333333334
399,1,101.66666666666667
400,1,115.83333333333333
401,1,115.83333333333333
402,1,120.0
403,1,88.33333333333333
404,1,123.33333333333333
405,1,95.0
406,1,115.83333333333333
407,1,85.0
408,1,105.83333333333333
409,1,100.83333333333333
410,1,80.0
411,1,133.33333333333334
412,1,117.5
413,1,120.83333333333333
414,1,120.83333333333333
415,1,125.0
416,1,127.5
417,1,112.5
418,1,117.5
419,1,123.33333333333333
420,1,116.66666666666667
421,1,128.33333333333334
422,1,115.83333333333333
423,1,121.66666666666667
424,1,110.83333333333333
425,1,121.66666666666667
426,1,115.83333333333333
427,1,119.16666666666667
428,1,115.83333333333333
429,1,121.66666666666667
430,1,119.16666666666667
431,1,116.66666666666667
432,1,116.66666666666667
433,1,123.33333333333333
434,1,120.83333333333333
435,1,121.66666666666667
436,1,86.66666666666667
437,1,118.33333333333333
438,1,123.33333333333333
439,1,71.66666666666667
440,1,130.83333333333334
441,1,120.83333333333333
442,1,72.5
443,1,115.83333333333333
444,1,114.16666666666667
445,1,120.83333333333333
446,1,126.66666666666667
447,1,118.33333333333333
448,1,106.66666666666667
449,1,100.83333333333333
450,1,122.5
451,1,129.16666666666666
452,1,115.83333333333333
453,1,66.66666666666667
454,1,121.66666666666667
455,1,77.5
456,1,122.5
457,1,105.0
458,1,121.66666666666667
459,1,115.83333333333333
460,1,99.16666666666667
461,1,127.5
462,1,101.66666666666667
463,1,91.83333333333333
464,1,116.66666666666667
465,1,120.83333333333333
466,1,115.83333333333333
467,1,124.16666666666667
468,1,116.66666666666667
469,1,117.5
470,1,110.0
471,1,114.16666666666667
472,1,74.16666666666667
473,1,115.83333333333333
474,1,131.66666666666666
475,1,122.5
476,1,100.83333333333333
477,1,115.83333333333333
478,1,115.83333333333333
479,1,121.66666666666667
480,1,121.66666666666667
481,1,115.83333333333333
482,1,73.5
483,1,121.66666666666667
484,1,124.16666666666667
485,1,115.83333333333333
486,1,127.5
487,1,121.66666666666667
488,1,122.5
489,1,115.83333333333333
490,1,99.16666666666667
491,1,86.0
492,1,120.0
493,1,132.5
494,1,124.16666666666667
495,1,119.16666666666667
496,1,123.33333333333333
497,1,115.83333333333333
498,1,124.16666666666667
499,1,88.33333333333333
500,1,116.66666666666667
501,1,117.5
502,1,124.16666666666667
503,1,115.0
504,1,85.0
505,1,115.83333333333333
506,1,122.5
507,1,120.83333333333333
508,1,123.33333333333333
509,1,105.83333333333333
510,1,123.33333333333333
511,1,120.83333333333333
512,1,116.66666666666667
513,1,132.5
514,1,105.16666666666667
515,1,108.33333333333333
516,1,119.16666666666667
517,1,117.5
518,1,120.0
519,1,124.16666666666667
520,1,110.0
521,1,102.5
522,1,123.33333333333333
523,1,129.16666666666666
524,1,121.66666666666667
525,1,74.33333333333333
526,1,115.83333333333333
527,1,125.0
528,1,124.16666666666667
529,1,117.5
530,1,99.16666666666667
531,1,116.66666666666667
532,1,116.66666666666667
533,1,115.83333333333333
534,1,87.5
535,1,115.0
536,1,119.16666666666667
537,1,120.0
538,1,120.0
539,1,85.83333333333333
540,1,98.33333333333333
541,1,75.83333333333333
542,1,117.5
543,1,121.66666666666667
544,1,115.83333333333333
545,1,108.33333333333333
546,1,120.83333333333333
547,1,116.66666666666667
548,1,128.33333333333334
549,1,116.66666666666667
550,1,109.16666666666667
551,1,121.66666666666667
552,1,121.66666666666667
553,1,121.66666666666667
554,1,120.83333333333333
555,1,119.16666666666667
556,1,116.66666666666667
557,1,123.33333333333333
558,1,115.83333333333333
559,1,99.16666666666667
560,1,122.5
561,1,72.5
562,1,110.0
563,1,121.66666666666667
564,1,120.83333333333333
565,1,127.5
566,1,114.16666666666667
567,1,100.0
568,1,83.33333333333333
569,1,118.33333333333333
570,1,124.16666666666667
571,1,121.66666666666667
572,1,118.33333333333333
573,1,116.66666666666667
574,1,115.83333333333333
575,1,121.66666666666667
576,1,124.16666666666667
