,p1_mean_stats_last,p2_mean_stats_last
0,252.08333333333334,440.5
1,251.66666666666666,503.5416666666667
2,169.16666666666666,518.0
3,185.0,534.25
4,353.75,502.125
5,522.2916666666666,528.375
6,264.5833333333333,346.4583333333333
7,279.1666666666667,493.8333333333333
8,75.0,402.0833333333333
9,352.0833333333333,529.5833333333334
10,86.66666666666667,460.4166666666667
11,161.25,528.375
12,244.58333333333334,429.5833333333333
13,338.75,442.5416666666667
14,179.16666666666666,536.5416666666666
15,346.6666666666667,535.0833333333334
16,414.7916666666667,513.7916666666666
17,179.16666666666666,500.0416666666667
18,252.08333333333334,470.2083333333333
19,265.8333333333333,521.6666666666666
20,244.79166666666666,441.0833333333333
21,323.75,492.125
22,86.66666666666667,516.0833333333334
23,155.0,523.5833333333334
24,86.66666666666667,512.9166666666666
25,237.70833333333334,503.375
26,334.5833333333333,508.75
27,270.8333333333333,504.4583333333333
28,252.08333333333334,486.4583333333333
29,189.16666666666666,433.75
30,169.16666666666666,530.875
31,356.6666666666667,530.875
32,86.66666666666667,244.58333333333334
33,536.6666666666666,477.5
34,176.66666666666666,531.6666666666666
35,86.66666666666667,523.5416666666666
36,278.75,508.125
37,351.25,530.0416666666666
38,512.5,514.1666666666666
39,248.75,527.0833333333334
40,262.5,532.9166666666666
41,257.0833333333333,535.0
42,340.625,493.7916666666667
43,356.25,396.0416666666667
44,345.8333333333333,507.3333333333333
45,318.9583333333333,544.1666666666666
46,230.20833333333334,420.0
47,248.75,517.5
48,345.0,517.7916666666666
49,165.41666666666666,531.6666666666666
50,173.33333333333334,509.7916666666667
51,352.9166666666667,534.0416666666666
52,229.79166666666666,442.0833333333333
53,249.58333333333334,474.0
54,336.6666666666667,492.9166666666667
55,430.0,511.7083333333333
56,418.5416666666667,485.8333333333333
57,538.75,501.875
58,86.66666666666667,416.6666666666667
59,172.91666666666666,431.2916666666667
60,256.6666666666667,518.375
61,341.25,419.625
62,332.9166666666667,515.625
63,255.83333333333334,528.9583333333334
64,524.1666666666666,510.4583333333333
65,265.8333333333333,491.0416666666667
66,427.9166666666667,508.3333333333333
67,422.9166666666667,496.2916666666667
68,162.91666666666666,422.125
69,233.95833333333334,503.4166666666667
70,165.41666666666666,511.7083333333333
71,175.83333333333334,540.4583333333334
72,262.5,498.9583333333333
73,241.875,426.3333333333333
74,360.0,489.1666666666667
75,175.83333333333334,530.0416666666666
76,165.83333333333334,506.0416666666667
77,338.3333333333333,527.9166666666666
78,243.33333333333334,536.0416666666666
79,250.0,518.75
80,344.5833333333333,503.9583333333333
81,340.2083333333333,505.4583333333333
82,165.83333333333334,428.5833333333333
83,354.1666666666667,507.75
84,160.41666666666666,513.0
85,147.29166666666666,546.2916666666666
86,170.0,522.2916666666666
87,350.4166666666667,502.5833333333333
88,248.33333333333334,326.4583333333333
89,172.5,516.9166666666666
90,169.16666666666666,501.0833333333333
91,258.3333333333333,508.3333333333333
92,365.0,531.0833333333334
93,86.66666666666667,505.8333333333333
94,161.45833333333334,417.2916666666667
95,266.4583333333333,487.9583333333333
96,79.16666666666667,417.5
97,259.1666666666667,519.8333333333334
98,179.16666666666666,521.875
99,251.66666666666666,435.2916666666667
100,152.91666666666666,420.625
101,173.33333333333334,515.625
102,413.75,508.7916666666667
103,176.66666666666666,425.8333333333333
104,265.8333333333333,529.2083333333334
105,348.75,416.875
106,173.33333333333334,511.7083333333333
107,80.83333333333333,428.125
108,487.7083333333333,512.9583333333334
109,438.9583333333333,548.7916666666666
110,352.5,510.4166666666667
111,327.2916666666667,534.375
112,252.08333333333334,488.1666666666667
113,438.75,511.25
114,421.4583333333333,512.3333333333334
115,242.08333333333334,504.8333333333333
116,423.75,508.7916666666667
117,362.5,415.6666666666667
118,346.4583333333333,503.5833333333333
119,235.41666666666666,522.5
120,247.91666666666666,527.5
121,177.5,520.4166666666666
122,410.8333333333333,501.7083333333333
123,347.5,508.3333333333333
124,273.3333333333333,522.75
125,275.8333333333333,436.7083333333333
126,252.08333333333334,420.6666666666667
127,259.1666666666667,501.9166666666667
128,299.375,443.75
129,270.8333333333333,495.25
130,335.0,498.9583333333333
131,176.66666666666666,431.6666666666667
132,173.33333333333334,523.5833333333334
133,86.66666666666667,337.1666666666667
134,339.1666666666667,513.9583333333334
