,p2_mean_def_last
0,66.46666666666667
1,63.333333333333336
2,61.46666666666667
3,78.96666666666667
4,69.48333333333333
5,60.31666666666666
6,64.16666666666667
7,67.3
8,70.0
9,72.5
10,84.16666666666667
11,62.81666666666666
12,60.833333333333336
13,55.31666666666666
14,68.96666666666667
15,67.3
16,56.98333333333333
17,63.65
18,50.833333333333336
19,80.83333333333333
20,51.98333333333333
21,73.64999999999999
22,71.98333333333333
23,62.81666666666666
24,77.5
25,84.48333333333333
26,75.0
27,78.13333333333334
28,67.5
29,65.0
30,85.31666666666666
31,72.81666666666666
32,40.833333333333336
33,86.66666666666667
34,65.83333333333333
35,79.16666666666667
36,75.83333333333333
37,56.98333333333333
38,65.83333333333333
39,62.5
40,81.66666666666667
41,80.83333333333333
42,73.64999999999999
43,60.0
44,63.65
45,65.83333333333333
46,57.5
47,95.83333333333333
48,67.3
49,70.0
50,65.83333333333333
51,72.3
52,60.833333333333336
53,71.14999999999999
54,65.83333333333333
55,75.31666666666666
56,65.83333333333333
57,75.83333333333333
58,74.16666666666667
59,46.15
60,65.31666666666666
61,51.15
62,75.83333333333333
63,105.83333333333333
64,67.81666666666666
65,71.66666666666667
66,95.0
67,71.14999999999999
68,46.98333333333333
69,68.96666666666667
70,61.98333333333333
71,64.48333333333333
72,74.16666666666667
73,62.300000000000004
74,67.5
75,66.98333333333333
76,72.5
77,65.83333333333333
78,85.83333333333333
79,65.83333333333333
80,71.66666666666667
81,89.48333333333333
82,50.31666666666666
83,76.98333333333333
84,75.63333333333334
85,90.81666666666666
86,74.16666666666667
87,86.46666666666665
88,46.666666666666664
89,73.64999999999999
90,61.15
91,69.16666666666667
92,70.31666666666666
93,62.5
94,71.66666666666667
95,61.15
96,79.16666666666667
97,62.81666666666666
98,63.333333333333336
99,56.46666666666667
100,49.166666666666664
101,75.83333333333333
102,56.98333333333333
103,58.333333333333336
104,76.14999999999999
105,49.166666666666664
106,61.15
107,65.0
108,77.81666666666666
109,78.64999999999999
110,63.333333333333336
111,63.333333333333336
112,68.64999999999999
113,75.83333333333333
114,61.15
115,65.31666666666666
116,55.31666666666666
117,45.31666666666666
118,60.31666666666666
119,75.83333333333333
120,59.166666666666664
121,81.66666666666667
122,81.14999999999999
123,69.16666666666667
124,69.48333333333333
125,48.65
126,62.81666666666666
127,73.64999999999999
128,55.0
129,78.64999999999999
130,67.5
131,63.333333333333336
132,62.81666666666666
133,51.46666666666667
134,85.0
135,86.98333333333333
136,64.16666666666667
137,81.98333333333333
138,61.666666666666664
139,68.13333333333334
140,65.31666666666666
141,70.0
142,81.14999999999999
143,85.83333333333333
144,62.5
145,67.81666666666666
146,63.333333333333336
147,53.333333333333336
148,60.31666666666666
149,99.16666666666667
150,68.33333333333333
151,58.333333333333336
152,49.166666666666664
153,75.0
154,86.66666666666667
155,67.5
156,75.31666666666666
157,75.83333333333333
158,55.0
159,61.15
160,69.48333333333333
161,63.333333333333336
162,70.0
163,72.5
164,47.5
165,65.31666666666666
166,83.33333333333333
167,62.81666666666666
168,70.83333333333333
169,84.16666666666667
170,56.666666666666664
171,69.16666666666667
172,73.64999999999999
173,55.833333333333336
174,69.16666666666667
175,59.166666666666664
176,54.166666666666664
177,69.48333333333333
178,71.66666666666667
179,61.666666666666664
180,61.15
181,55.0
182,61.666666666666664
183,69.48333333333333
184,66.66666666666667
185,55.833333333333336
186,61.666666666666664
187,63.333333333333336
188,57.5
189,83.64999999999999
190,73.64999999999999
191,40.833333333333336
192,75.83333333333333
193,66.46666666666667
194,55.833333333333336
195,66.14999999999999
196,73.13333333333334
197,61.666666666666664
198,69.48333333333333
199,59.48333333333333
200,77.5
201,75.83333333333333
202,70.0
203,91.66666666666667
204,75.31666666666666
205,65.0
206,60.63333333333333
207,75.83333333333333
208,79.8
209,61.78333333333334
210,58.96666666666667
211,67.81666666666666
212,73.33333333333333
213,75.83333333333333
214,68.64999999999999
215,65.83333333333333
216,89.48333333333333
217,78.64999999999999
218,62.81666666666666
219,45.0
220,68.33333333333333
221,73.64999999999999
222,37.5
223,73.33333333333333
224,57.5
225,63.333333333333336
226,59.48333333333333
227,82.81666666666666
228,33.333333333333336
229,58.96666666666667
230,61.666666666666664
231,75.63333333333334
232,73.45
233,80.0
234,73.64999999999999
235,55.0
236,63.13333333333333
237,63.65
238,67.5
239,65.83333333333333
240,61.666666666666664
241,49.166666666666664
242,84.08333333333333
243,76.46666666666667
244,75.0
245,67.5
246,75.83333333333333
247,65.83333333333333
248,61.666666666666664
249,59.166666666666664
250,61.15
251,65.0
252,85.11666666666667
253,63.65
254,74.48333333333333
255,42.5
256,54.48333333333333
257,73.64999999999999
258,68.33333333333333
259,47.5
260,71.98333333333333
261,72.5
262,77.5
263,78.64999999999999
264,56.98333333333333
265,103.64999999999999
266,61.15
267,77.5
268,65.31666666666666
269,73.64999999999999
270,106.98333333333333
271,69.48333333333333
272,60.63333333333333
273,58.96666666666667
274,69.16666666666667
275,61.666666666666664
276,71.66666666666667
277,68.33333333333333
278,63.65
279,80.83333333333333
280,76.66666666666667
281,72.5
282,61.15
283,49.166666666666664
284,69.48333333333333
285,60.63333333333333
286,65.0
287,54.166666666666664
288,81.66666666666667
289,65.31666666666666
290,59.48333333333333
291,49.166666666666664
292,80.0
293,61.666666666666664
294,55.0
295,75.0
296,65.31666666666666
297,65.83333333333333
298,54.48333333333333
299,57.5
300,63.333333333333336
301,60.63333333333333
302,63.333333333333336
303,68.64999999999999
304,50.833333333333336
305,55.833333333333336
306,67.81666666666666
307,94.48333333333333
308,88.0
309,57.5
310,59.48333333333333
311,69.48333333333333
312,63.65
313,58.96666666666667
314,64.48333333333333
315,60.31666666666666
316,74.48333333333333
317,63.333333333333336
318,65.83333333333333
319,70.31666666666666
320,67.5
321,81.66666666666667
322,85.83333333333333
323,73.64999999999999
324,47.5
325,54.166666666666664
326,86.98333333333333
327,79.14999999999999
328,70.83333333333333
329,61.98333333333333
330,62.5
331,56.98333333333333
332,75.83333333333333
333,69.16666666666667
334,36.15
335,51.666666666666664
336,67.5
337,57.81666666666666
338,38.333333333333336
339,49.48333333333333
340,45.0
341,75.83333333333333
342,97.5
343,51.15
344,70.31666666666666
345,81.66666666666667
