,p2_mean_hp_start
0,124.81666666666666
1,115.83333333333333
2,103.98333333333333
3,98.14999999999999
4,121.99166666666667
5,130.32500000000002
6,124.16666666666667
7,89.81666666666666
8,109.16666666666667
9,105.83333333333333
10,74.16666666666667
11,131.99166666666667
12,118.33333333333333
13,121.15833333333335
14,113.14999999999999
15,111.48333333333333
16,112.825
17,103.825
18,110.83333333333333
19,98.33333333333333
20,102.825
21,111.325
22,116.99166666666667
23,121.15833333333335
24,115.83333333333333
25,99.49166666666667
26,108.33333333333333
27,96.48333333333333
28,119.16666666666667
29,116.66666666666667
30,85.325
31,110.325
32,121.66666666666667
33,100.83333333333333
34,117.5
35,114.16666666666667
36,124.16666666666667
37,118.65833333333335
38,116.66666666666667
39,127.5
40,115.0
41,112.66666666666667
42,126.99166666666667
43,129.16666666666666
44,119.49166666666667
45,120.83333333333333
46,85.0
47,121.66666666666667
48,124.81666666666666
49,121.66666666666667
50,116.66666666666667
51,113.31666666666666
52,118.33333333333333
53,68.65833333333333
54,116.66666666666667
55,87.825
56,117.5
57,124.16666666666667
58,119.16666666666667
59,112.825
60,124.49166666666667
61,126.99166666666667
62,124.16666666666667
63,74.16666666666667
64,99.49166666666667
65,118.33333333333333
66,99.16666666666667
67,112.825
68,123.65833333333335
69,121.48333333333333
70,104.49166666666667
71,130.49166666666667
72,102.5
73,110.64999999999999
74,119.16666666666667
75,121.325
76,109.16666666666667
77,116.66666666666667
78,120.0
79,122.5
80,118.33333333333333
81,86.15833333333335
82,118.65833333333335
83,90.325
84,94.81666666666666
85,73.325
86,107.5
87,101.48333333333333
88,115.83333333333333
89,126.99166666666667
90,122.825
91,123.33333333333333
92,129.49166666666667
93,127.5
94,118.33333333333333
95,122.825
96,130.0
97,121.15833333333335
98,120.83333333333333
99,124.81666666666666
100,115.83333333333333
101,124.16666666666667
102,116.99166666666667
103,106.66666666666667
104,89.49166666666667
105,114.16666666666667
106,118.65833333333335
107,90.83333333333333
108,132.82500000000002
109,95.325
110,115.83333333333333
111,120.83333333333333
112,127.825
113,124.16666666666667
114,118.65833333333335
115,116.15833333333335
116,115.325
117,125.325
118,100.325
119,124.16666666666667
120,110.0
121,115.0
122,114.49166666666667
123,123.33333333333333
124,121.99166666666667
125,131.15833333333333
126,126.99166666666667
127,127.825
128,122.5
129,92.825
130,125.0
131,120.0
132,121.15833333333335
133,133.98333333333332
134,99.16666666666667
135,78.65833333333333
136,122.5
137,79.49166666666666
138,117.5
139,133.15
140,124.49166666666667
141,121.66666666666667
142,74.49166666666666
143,115.0
144,127.5
145,89.49166666666667
146,120.83333333333333
147,121.66666666666667
148,130.32500000000002
149,63.333333333333336
150,107.5
151,115.0
152,122.66666666666667
153,90.83333333333333
154,96.66666666666667
155,121.66666666666667
156,78.65833333333333
157,124.16666666666667
158,116.66666666666667
159,118.65833333333335
160,121.99166666666667
161,115.0
162,121.66666666666667
163,113.33333333333333
164,122.5
165,124.49166666666667
166,118.33333333333333
167,109.49166666666667
168,120.0
169,87.5
170,121.66666666666667
171,130.0
172,127.825
173,120.83333333333333
174,120.83333333333333
175,116.66666666666667
176,122.5
177,121.99166666666667
178,111.66666666666667
179,117.5
180,123.65833333333335
181,120.83333333333333
182,117.5
183,121.99166666666667
184,86.66666666666667
185,121.66666666666667
186,124.16666666666667
187,120.83333333333333
188,118.33333333333333
189,116.99166666666667
190,116.99166666666667
191,123.33333333333333
192,124.16666666666667
193,124.81666666666666
194,121.66666666666667
195,119.49166666666667
196,103.98333333333333
197,117.5
198,121.99166666666667
199,125.325
200,120.0
201,124.16666666666667
202,121.66666666666667
203,89.33333333333333
204,129.49166666666667
205,116.66666666666667
206,123.14999999999999
207,124.16666666666667
208,84.14999999999999
209,113.47500000000001
210,119.81666666666666
211,124.49166666666667
212,114.16666666666667
213,124.16666666666667
214,121.99166666666667
215,121.66666666666667
216,87.15833333333335
217,77.825
218,121.99166666666667
219,115.83333333333333
220,122.5
221,126.99166666666667
222,127.5
223,86.66666666666667
224,121.83333333333333
225,115.83333333333333
226,126.99166666666667
227,95.325
228,115.83333333333333
229,106.48333333333333
230,122.5
231,94.81666666666666
232,96.80833333333334
233,78.33333333333333
234,121.99166666666667
235,127.5
236,124.81666666666666
237,120.325
238,119.16666666666667
239,121.66666666666667
240,124.16666666666667
241,121.66666666666667
242,91.79166666666667
243,115.64999999999999
244,108.33333333333333
245,125.0
246,124.16666666666667
247,115.0
248,129.16666666666666
249,115.83333333333333
250,118.65833333333335
251,124.16666666666667
252,88.47500000000001
253,119.49166666666667
254,85.325
255,119.16666666666667
256,121.99166666666667
257,126.99166666666667
258,85.0
259,122.5
260,117.825
261,106.66666666666667
262,120.0
263,96.15833333333335
264,118.65833333333335
265,78.65833333333333
266,119.65833333333335
267,120.0
268,122.825
269,126.99166666666667
270,91.15833333333335
271,121.99166666666667
272,123.98333333333333
273,125.64999999999999
274,123.33333333333333
275,122.5
276,115.0
277,107.5
278,91.15833333333335
279,90.0
280,120.0
281,89.16666666666667
282,118.65833333333335
283,115.83333333333333
284,121.99166666666667
285,118.14999999999999
286,90.0
287,100.83333333333333
288,115.0
289,121.99166666666667
290,120.325
291,120.83333333333333
292,115.0
293,117.5
294,116.66666666666667
295,108.33333333333333
296,116.15833333333335
297,116.66666666666667
298,126.15833333333335
299,115.83333333333333
300,120.83333333333333
301,123.98333333333333
302,120.83333333333333
303,121.99166666666667
304,117.5
305,122.5
306,116.99166666666667
307,111.15833333333335
308,100.5
309,111.66666666666667
310,125.325
311,121.99166666666667
312,119.49166666666667
313,119.81666666666666
314,121.99166666666667
315,91.15833333333335
316,91.15833333333335
317,115.83333333333333
318,117.5
319,118.65833333333335
320,110.0
321,115.0
322,80.0
323,126.99166666666667
324,122.5
325,116.66666666666667
326,85.325
327,105.825
328,119.16666666666667
329,115.325
330,127.5
331,118.65833333333335
332,124.16666666666667
333,82.5
334,118.65833333333335
335,117.5
336,119.16666666666667
337,121.99166666666667
338,96.66666666666667
339,119.49166666666667
340,124.16666666666667
341,124.16666666666667
342,89.16666666666667
343,127.825
344,110.49166666666667
345,115.0
346,91.99166666666667
347,106.66666666666667
348,110.325
349,120.325
350,118.33333333333333
351,103.65833333333335
352,121.99166666666667
353,124.16666666666667
354,118.65833333333335
355,85.83333333333333
356,123.33333333333333
357,92.5
358,124.49166666666667
359,115.83333333333333
360,101.15833333333335
361,122.5
362,110.325
363,121.99166666666667
364,123.33333333333333
365,124.49166666666667
366,122.5
367,84.16666666666667
368,127.5
369,106.48333333333333
370,128.33333333333334
371,113.65833333333335
372,103.33333333333333
373,86.66666666666667
374,114.16666666666667
375,72.825
376,115.83333333333333
377,103.29166666666667
378,75.83333333333333
379,120.83333333333333
380,86.64999999999999
381,87.5
382,125.325
383,133.65833333333333
384,122.5
385,128.33333333333334
386,130.14166666666668
387,110.0
388,119.16666666666667
389,124.16666666666667
390,121.15833333333335
391,89.49166666666667
392,116.66666666666667
393,89.65833333333335
394,120.83333333333333
395,119.49166666666667
396,120.0
397,115.83333333333333
398,105.0
399,120.325
400,89.49166666666667
401,116.66666666666667
402,127.825
403,123.33333333333333
404,94.49166666666667
405,115.64999999999999
406,116.99166666666667
407,110.0
408,111.15833333333335
409,123.33333333333333
410,121.66666666666667
411,120.325
412,80.49166666666666
413,119.16666666666667
414,113.65833333333335
415,107.66666666666667
416,108.33333333333333
417,109.16666666666667
418,125.325
419,114.16666666666667
420,123.33333333333333
421,121.66666666666667
422,115.83333333333333
423,115.83333333333333
424,115.83333333333333
425,108.5
426,87.825
427,123.65833333333335
428,121.99166666666667
429,115.0
430,115.83333333333333
431,114.16666666666667
432,115.83333333333333
433,133.65833333333333
434,95.16666666666667
435,124.81666666666666
436,116.66666666666667
437,121.66666666666667
438,135.83333333333334
439,111.0
440,117.825
441,132.5
442,126.15833333333335
443,117.825
444,116.66666666666667
445,121.99166666666667
446,74.16666666666667
447,118.65833333333335
448,117.5
449,125.64999999999999
450,121.99166666666667
451,90.0
452,128.33333333333334
453,89.16666666666667
454,115.83333333333333
455,115.83333333333333
456,120.0
457,116.66666666666667
458,113.47500000000001
459,124.49166666666667
460,127.825
461,123.33333333333333
462,121.66666666666667
463,110.325
464,118.65833333333335
465,115.83333333333333
466,115.16666666666667
467,122.825
468,127.5
469,111.15833333333335
470,116.66666666666667
471,126.99166666666667
472,109.16666666666667
473,104.49166666666667
474,119.16666666666667
475,103.98333333333333
476,74.16666666666667
477,121.15833333333335
478,119.16666666666667
479,126.99166666666667
480,110.325
481,102.5
482,109.48333333333333
483,108.33333333333333
484,121.48333333333333
485,85.825
486,126.99166666666667
487,95.325
488,127.5
489,119.49166666666667
490,117.825
491,80.325
492,119.49166666666667
493,111.99166666666667
494,89.16666666666667
495,115.83333333333333
496,111.15833333333335
497,130.0
498,120.83333333333333
499,123.33333333333333
500,121.99166666666667
501,127.5
502,79.16666666666667
503,129.16666666666666
504,115.0
505,91.15833333333335
506,90.325
507,90.0
508,115.83333333333333
509,121.66666666666667
510,124.81666666666666
511,115.0
512,120.83333333333333
513,95.0
514,118.98333333333333
515,95.325
516,108.33333333333333
517,124.16666666666667
518,124.16666666666667
519,129.16666666666666
520,116.99166666666667
521,115.83333333333333
