,p1_hp_bulk_ratio,p2_hp_bulk_ratio
0,2.745995423340961,1.120745816017073
1,1.7610062893081762,1.4012096774193548
2,5.158730158730158,1.235078689498169
3,1.846590909090909,1.1376412634019124
4,1.5509601181683899,1.480706013250392
5,1.2015503875968991,1.5738942283500228
6,0.7560137457044673,0.9090909090909091
7,1.3403880070546739,1.1107904771720085
8,1.40625,0.9183673469387755
9,1.8341307814992025,1.2366114897760465
10,5.6557377049180335,0.6906338694418164
11,2.5961538461538463,1.6102272149646726
12,1.1111111111111112,1.3301088270858525
13,1.8106312292358804,1.659802152678405
14,2.3863636363636362,1.2340270835226756
15,2.1821036106750396,1.2921858398531825
16,1.4994232987312572,1.3764042088141109
17,3.044871794871795,1.2111991445097945
18,3.4096109839816937,1.4503816793893127
19,2.186147186147186,1.1545988258317026
20,2.012448132780083,1.3282961401042583
21,1.5178571428571428,1.3310416978030193
22,6.311475409836066,1.3581966816620714
23,4.485294117647059,1.4780663854013116
24,0.847457627118644,1.3600782778864973
25,2.510822510822511,1.1224556950124571
26,1.9470404984423677,1.2357414448669202
27,1.8518518518518519,1.1632673565759069
28,2.402745995423341,1.5942028985507246
29,0.8527131782945736,1.0089686098654707
30,3.968253968253968,0.9152996915925447
31,2.229199372056515,1.2388527581528095
32,3.6723163841807906,1.1991869918699187
33,0.8333333333333333,1.1724806201550386
34,0.7282913165266107,1.4358452138492872
35,9.672131147540984,1.2779850746268655
36,2.36983842010772,1.5250767656090074
37,1.791277258566978,1.411688891092054
38,1.5250767656090074,1.3972055888223553
39,3.3255269320843093,1.5580448065173114
40,2.01271186440678,1.2754158964879851
41,2.363238512035011,1.2975047984644914
42,2.027820710973725,1.54139483133566
43,1.5351506456241035,1.2773722627737227
44,1.9765494137353432,1.4145908351008731
45,2.486772486772487,1.4050387596899225
46,1.7162471395881007,0.7936507936507937
47,1.8902439024390243,1.32486388384755
48,1.5558510638297873,1.4973507947615714
49,3.849206349206349,1.4285714285714288
50,3.4146341463414633,1.3972055888223553
51,1.598240469208211,1.2764479489345724
52,3.167539267015707,1.0087719298245614
53,1.9548254620123204,0.812805208898535
54,2.202572347266881,1.3972055888223553
55,1.6565900846432893,1.029551116104137
56,1.8115055079559363,1.5292841648590023
57,1.4257620452310718,1.5250767656090074
58,5.6557377049180335,1.0788863109048723
59,3.044871794871795,1.2111521115211152
60,1.1021069692058345,1.4810885837505576
61,1.1835106382978724,1.470591828009528
62,1.8691588785046729,1.5250767656090074
63,2.3261390887290165,0.7165861513687601
64,1.3972055888223553,1.1494728734414865
65,2.510822510822511,1.3962635201573255
66,1.2339055793991416,1.0798548094373865
67,1.8393782383419686,1.3356681300251567
68,5.07936507936508,1.5805289195626948
69,2.541966426858513,1.5260127708573223
70,1.4604904632152587,1.2014564269630625
71,2.8664495114006514,1.5838770039953471
72,1.461100569259962,1.174785100286533
73,2.309322033898305,1.4513510238701077
74,1.7744154057771664,1.5180467091295118
75,2.4570024570024565,1.4876615746180963
76,2.54071661237785,1.2818003913894327
77,2.6858108108108105,1.3972055888223553
78,0.9853249475890985,1.3067150635208713
79,1.0304054054054055,1.4597815292949357
80,1.9298245614035088,1.48380355276907
81,2.243401759530792,0.9410640331315706
82,1.8528610354223432,1.2635494763349167
83,1.7757009345794392,1.0238511311576064
84,3.019693654266959,1.0833095306103018
85,3.1596091205211723,0.7414991783592467
86,0.9221902017291066,1.2033582089552237
87,2.229199372056515,1.1485428652268228
88,1.7162471395881007,1.221020092735703
89,2.1739130434782608,1.54139483133566
90,3.849206349206349,1.5786429604241419
91,1.8871252204585538,1.522633744855967
92,1.8246110325318246,1.4473059190611466
93,0.847457627118644,1.5580448065173114
94,1.022099447513812,1.412556053811659
95,2.8906249999999996,1.5786429604241419
96,0.8121827411167513,1.2155963302752293
97,2.8472222222222223,1.4780663854013116
98,1.7613636363636362,1.4257620452310718
99,2.0331950207468883,1.3533264391589106
100,4.841269841269842,1.5345268542199488
101,1.1989100817438691,1.5250767656090074
102,1.268472906403941,1.5365840310841132
103,0.8069164265129684,1.3776722090261282
104,2.9004329004329006,1.0144051386199406
105,1.0583446404341925,1.5737298636926889
106,2.64808362369338,1.4187216659193944
107,1.8644067796610169,1.0657596371882085
108,1.102661596958175,1.6040859457555479
109,0.8380414312617703,1.0459470580167332
110,1.4427157001414426,1.4012096774193548
111,1.4155251141552512,1.4257620452310718
112,1.6142557651991616,1.6084517380590364
113,1.7135862913096698,1.5250767656090074
114,1.210762331838565,1.4187216659193944
115,1.876208897485493,1.4390130594125847
116,1.7676767676767677,1.5146938105401415
117,0.7579787234042553,1.722370389644181
118,1.6422287390029326,1.2428637794869148
119,2.774869109947644,1.5250767656090074
120,1.9026548672566375,1.3580246913580247
121,0.7213930348258707,1.2754158964879851
122,1.7870257037943695,1.3101606827826255
123,1.319942611190818,1.522633744855967
124,1.8197573656845754,1.480706013250392
125,0.8858603066439522,1.7437157437157438
126,2.0507812499999996,1.4020846677924648
127,1.6561844863731654,1.5437025109444977
128,1.8945634266886324,1.3112884834663623
129,0.5787781350482315,1.0279149171780557
130,1.6846986089644511,1.6268980477223425
131,0.8069164265129684,1.6256157635467978
132,2.64808362369338,1.4780663854013116
133,5.480225988700565,1.116971501488728
134,1.5068493150684932,1.0653536257833482
135,1.6387337057728117,0.8088155892602954
136,1.9035202086049545,1.6761687571265675
137,2.307692307692308,0.8926215318392363
138,1.5952732644017724,1.4968152866242037
139,3.3796296296296298,1.6902570612503967
140,1.4285714285714288,1.4810885837505576
141,1.6531604538087519,1.4285714285714288
142,1.5591397849462367,0.8325804498672751
143,1.7536466774716368,1.2813370473537604
144,1.829268292682927,1.5580448065173114
145,2.243713733075435,0.8031747722793373
146,0.8184143222506394,1.4257620452310718
147,1.3541666666666667,1.0843373493975903
148,2.1225071225071224,1.5738942283500228
149,0.8955223880597014,0.6429780033840948
150,1.4041994750656168,1.3550420168067228
151,1.8435754189944134,1.5384615384615385
152,1.2769010043041609,1.7277628032345014
153,2.813852813852814,1.0460652591170823
154,1.9081779053084649,1.102661596958175
155,1.221020092735703,1.4643931795386158
156,1.6120218579234973,0.8916072356302839
157,1.7584745762711869,1.5250767656090074
158,1.9781931464174454,1.4941302027748131
159,1.6247582205029012,1.4980877800036423
