,avg_move_power_difference
0,5.520833333333329
1,23.0
2,-13.128787878787875
3,-8.583333333333329
4,-46.38866396761133
5,1.683333333333323
6,10.277777777777771
7,48.98484848484849
8,24.5
9,-2.5333333333333314
10,-2.7777777777777715
11,-0.4750000000000085
12,-28.57142857142857
13,-15.850000000000009
14,6.413461538461533
15,49.75703324808184
16,1.3555555555555543
17,9.027777777777771
18,-38.78571428571429
19,-1.6666666666666714
20,64.34615384615384
21,2.555555555555557
22,-26.861842105263165
23,-14.050420168067234
24,12.336842105263159
25,-20.714285714285708
26,-24.63636363636364
27,-35.8
28,-12.032085561497325
29,-35.55555555555556
30,-23.0
31,2.083333333333343
32,-51.09090909090909
33,-40.45
34,14.411027568922307
35,-3.62626262626263
36,-6.05263157894737
37,-7.174999999999997
38,-50.503759398496236
39,6.515151515151516
40,-12.714285714285708
41,48.41904761904762
42,-25.303921568627445
43,5.8187134502923925
44,8.0
45,42.73755656108598
46,9.473684210526315
47,15.925438596491219
48,-31.845238095238095
49,-7.398809523809533
50,-6.818181818181813
51,10.833333333333329
52,-38.58333333333334
53,-31.415584415584405
54,-48.05555555555556
55,-5.076923076923066
56,7.181818181818187
57,17.86813186813187
58,2.0374331550802083
59,6.877192982456151
60,-37.63157894736842
61,17.182539682539684
62,-14.125
63,-35.16666666666667
64,10.5625
65,13.918767507002812
66,-3.8636363636363598
67,-0.2085561497326296
68,1.6160990712074295
69,-44.78733031674207
70,21.808823529411768
71,40.8
72,-0.848684210526315
73,64.025
74,17.950000000000003
75,27.68542199488492
76,-48.561904761904756
77,-32.65760869565217
78,-20.15555555555555
79,-0.4395604395604522
80,-19.58333333333333
81,13.166666666666657
82,-29.52307692307692
83,-25.805555555555557
84,-11.25
85,-28.913043478260867
86,9.722222222222229
87,-4.24166666666666
88,-7.714285714285708
89,8.127450980392155
90,-27.339285714285708
91,18.44210526315789
92,-26.714285714285708
93,4.61397058823529
94,8.969696969696969
95,-37.0233918128655
96,17.19047619047619
97,29.375
98,34.644444444444446
99,-1.0694444444444429
100,9.625
101,-3.915441176470594
102,-4.890909090909091
103,-7.850649350649348
104,0.4102564102564088
105,11.512605042016801
106,-26.98496240601503
107,-51.79230769230769
108,-0.9722222222222143
109,18.875
110,19.643382352941174
111,40.5625
112,-51.372549019607845
113,15.577777777777769
114,-11.786096256684502
115,-0.36231884057971797
116,12.61607142857143
117,-43.91666666666667
118,13.0
119,14.166666666666671
120,27.58333333333333
121,2.6666666666666714
122,5.071428571428569
123,40.64529914529915
124,-13.042857142857144
125,-26.316666666666677
126,36.02525252525252
127,-56.9
128,0.9049773755656076
129,6.282051282051285
130,-22.96666666666667
131,-5.8125
132,30.92857142857143
133,-20.251633986928113
134,0.06578947368420529
135,-11.0625
136,-14.397129186602868
137,12.251748251748253
138,2.2368421052631646
139,-55.60197368421052
140,34.87647058823529
141,-43.86363636363636
142,36.53977272727273
143,-0.22727272727273373
144,62.719298245614034
145,2.9545454545454533
146,14.10526315789474
147,-16.75
148,47.93589743589744
149,30.472332015810267
150,-3.8888888888888857
151,16.433198380566793
152,5.486842105263165
153,-43.64646464646465
154,-30.5
155,-38.29365079365081
156,-5.173160173160177
157,-3.03258145363408
158,-14.577777777777783
159,-10.039682539682545
160,-0.39393939393940514
161,15.25
162,24.606617647058826
163,-1.7857142857142918
164,-41.5952380952381
165,44.625
166,-23.066666666666677
167,-58.735042735042725
168,16.184615384615384
169,9.53947368421052
170,20.41964285714286
171,3.5227272727272663
172,0.2291666666666714
173,-21.5
174,-21.41369047619048
175,-13.686274509803923
176,14.205882352941174
177,-10.8840579710145
178,1.0565476190476204
179,2.321052631578951
180,8.137254901960787
181,-28.51748251748252
182,-51.912587412587406
183,-63.014285714285705
184,-23.01785714285714
185,-3.7912087912087884
186,-1.8333333333333286
187,50.3
188,-24.83571428571429
189,60.510489510489506
190,-4.343891402714931
191,-10.916666666666671
192,-7.165217391304338
193,-44.037593984962406
194,4.740259740259745
195,-74.43891402714932
196,9.285714285714292
197,-0.526315789473685
198,15.0
199,-21.59150326797385
200,-22.3859649122807
201,5.9130434782608745
202,3.6578947368421098
203,46.79347826086956
204,-12.05357142857143
205,-28.6
206,-1.9791666666666714
207,-3.681818181818187
208,68.88043478260869
209,19.16666666666667
210,-4.777777777777786
211,-31.638009049773764
212,19.479638009049765
213,5.238095238095241
214,-35.26470588235294
215,2.3839009287925705
216,-7.600732600732599
217,-52.04888888888888
218,-3.75
219,-27.88095238095238
220,-19.6017316017316
221,-23.356725146198826
222,37.3
223,4.9532163742690045
224,14.583333333333329
225,5.603715170278633
226,-14.444444444444443
227,14.264705882352942
228,6.666666666666671
229,-30.545454545454547
230,9.971428571428575
231,12.008771929824562
232,44.34126984126985
233,-3.2696078431372655
234,4.0909090909090935
235,16.66666666666667
236,-6.0869565217391255
237,-78.31868131868133
238,6.966666666666669
239,-1.8095238095238102
240,-43.0625
241,17.77777777777777
242,-26.03448275862069
243,43.78431372549021
244,-13.026315789473685
245,6.737967914438499
246,-10.149350649350652
247,-41.6030303030303
248,1.845238095238102
249,4.978021978021985
250,-16.52380952380952
251,-60.36904761904761
252,-85.94444444444444
253,9.166666666666671
254,-10.044642857142861
255,5.227272727272734
256,-19.83333333333333
257,-13.095238095238088
258,38.85714285714286
259,-39.599999999999994
260,13.523809523809533
261,8.534188034188034
262,18.33333333333333
263,-57.27619047619048
264,-6.645299145299148
265,5.7254901960784395
266,-13.375
267,-4.087301587301582
268,-18.41666666666667
269,44.315789473684205
270,1.8888888888888857
271,-13.485714285714295
272,-0.5882352941176521
273,-23.58974358974359
274,38.72222222222223
275,16.555555555555557
276,-30.794117647058826
277,-16.92307692307692
278,-6.281045751633997
279,12.272727272727266
280,-24.515789473684208
281,-18.409090909090907
282,-23.269230769230774
283,-32.97426470588235
284,-27.185897435897445
285,25.610294117647058
286,40.352941176470594
287,9.73809523809524
288,25.099999999999994
289,51.92857142857144
290,-14.011363636363633
291,3.8888888888888857
292,-12.333333333333329
293,-31.202020202020208
294,13.160256410256409
295,-6.788770053475929
296,-20.183823529411768
297,-14.551282051282058
298,-46.57142857142857
299,27.248803827751203
300,8.666666666666671
301,2.1813725490196134
302,24.388888888888886
303,-22.41666666666667
304,-8.083333333333329
305,-100.34722222222223
306,-39.6
307,-11.5
308,-14.5
309,-4.333333333333329
310,-45.38095238095238
311,77.875
312,11.111111111111114
313,-23.181818181818187
314,-32.44047619047619
315,-12.805555555555557
316,10.75
317,33.84249084249084
318,5.666666666666671
319,12.189393939393938
320,-17.82142857142857
321,8.267857142857139
322,-35.52020202020202
323,-6.180555555555557
324,10.981900452488688
325,27.066985645933016
326,11.313725490196077
327,34.02476780185758
328,-16.083333333333343
329,17.763157894736835
330,2.5158730158730123
331,29.711538461538467
332,6.1443850267379645
333,-1.159340659340657
334,-9.799999999999997
335,-20.694444444444443
336,2.6190476190476204
337,73.22222222222223
338,-82.73684210526315
339,47.32126696832579
340,-16.28229665071771
341,-3.0777777777777686
342,-10.961309523809518
343,-7.666666666666671
344,-4.818181818181813
345,-4.3403361344537785
346,48.21078431372549
347,6.785714285714278
348,-13.25
349,-13.928571428571416
350,-12.700000000000003
351,-38.454545454545446
352,15.083333333333329
353,23.641176470588235
354,-7.766666666666666
355,6.05263157894737
356,25.54444444444445
357,4.1304347826087024
358,-41.967261904761905
359,18.20855614973263
360,-37.13725490196079
361,-13.024767801857578
362,-2.625
363,-7.2727272727272805
364,45.16666666666667
365,1.681818181818187
366,4.567669172932341
367,8.166666666666671
368,42.132352941176464
369,0.3362573099415158
370,29.5
371,16.505847953216374
372,1.6666666666666714
373,8.529411764705884
374,12.021428571428572
375,20.34722222222223
376,-5.066666666666677
377,-31.53846153846154
378,-5.714285714285708
379,4.680555555555557
380,36.955882352941174
381,-28.016666666666673
382,63.38383838383838
383,-22.49107142857143
384,-56.27192982456141
385,0.9263157894736906
386,-21.625
387,-8.097165991902827
388,4.666666666666671
389,-8.526315789473685
390,34.15294117647059
391,25.66666666666667
392,-22.538461538461533
393,72.40579710144928
394,-7.855769230769226
395,15.587121212121211
396,-16.941520467836256
397,20.892307692307696
398,10.323886639676118
399,-17.529411764705884
400,36.48214285714286
401,4.849999999999994
402,29.071428571428584
403,-7.607142857142861
404,-0.2631578947368354
405,-56.24242424242424
406,-16.16666666666667
407,-28.875816993464056
408,-25.299999999999997
409,-27.40196078431373
410,17.193675889328063
411,11.5
412,28.822222222222216
413,-12.119565217391298
414,-2.0
415,23.5
416,-12.478260869565219
417,2.3636363636363598
418,-16.25
419,-7.558479532163744
420,6.79144385026737
421,37.05
422,-21.34285714285714
423,-15.585470085470078
424,9.611111111111114
425,26.515151515151516
426,-8.0
427,-10.285714285714285
428,-8.187969924812023
429,2.0486111111111143
430,-1.5015479876161066
431,-10.222222222222214
432,45.14285714285714
433,-46.025
434,-32.87179487179487
435,-4.563492063492063
436,0.36363636363635976
437,2.1875
438,-32.07017543859649
439,15.411764705882355
440,9.552036199095014
441,-34.04895104895105
442,27.45614035087719
443,4.3927125506072855
444,-13.642857142857139
445,-5.075000000000003
446,19.799999999999997
447,21.09736842105263
448,-19.393939393939405
449,17.333333333333336
450,-21.02429149797571
451,15.39473684210526
452,-44.76491228070176
453,-24.421052631578945
454,9.181818181818187
455,-4.526315789473685
456,-11.404761904761898
457,-6.581196581196579
458,2.2916666666666714
459,12.777777777777786
460,11.904761904761912
461,-8.032967032967036
462,75.26086956521739
463,11.432748538011708
464,-13.137254901960787
465,-27.08333333333333
466,-5.0404040404040416
467,11.42857142857143
468,-14.5625
469,-3.3522727272727337
470,12.044534412955471
471,0.9000000000000057
472,-19.375
473,8.285714285714292
474,35.76160990712074
475,2.38486842105263
476,-5.434173669467782
477,-45.5
478,-9.142857142857139
479,23.86425339366515
480,-51.93927125506073
481,30.4624060150376
482,-37.291666666666664
483,-29.625
484,15.916666666666671
485,-26.25
486,-37.689393939393945
487,-4.243697478991592
488,13.0
489,17.023809523809533
490,30.97222222222223
491,40.61363636363637
492,3.8333333333333286
493,-23.639705882352942
494,0.9090909090909065
495,7.935574229691866
496,31.530364372469634
497,-6.80952380952381
498,43.091575091575095
499,52.36363636363636
500,11.13636363636364
501,-23.392156862745097
502,-1.7738095238095184
503,13.818181818181813
504,-12.065656565656568
505,-56.61607142857143
506,-14.003663003663007
507,18.70833333333333
508,-2.994318181818187
509,-18.21978021978022
510,-38.958333333333336
511,5.1111111111111
512,17.444444444444443
513,12.040441176470594
514,-88.64073226544622
515,4.149999999999999
516,-17.546218487394967
517,6.666666666666671
518,9.126984126984127
519,-31.578947368421055
520,-10.746130030959762
521,-2.411764705882348
522,9.89411764705882
523,-7.32352941176471
524,23.63909774436091
525,15.80059523809524
526,-20.8125
527,6.469696969696969
528,48.61111111111111
529,-18.631578947368425
530,-30.641025641025642
531,30.42857142857143
532,-22.61363636363636
533,-10.950000000000003
534,-27.805555555555557
535,-5.122807017543849
536,-9.931818181818187
537,12.342657342657347
538,5.649350649350652
539,-11.797979797979792
540,-24.58333333333333
541,-7.9870129870129745
542,-1.6369047619047592
543,9.840909090909093
544,32.78571428571429
545,10.0
546,-23.91503267973856
547,-1.8055555555555571
548,-31.296052631578945
549,-61.66111111111111
550,1.6111111111111143
551,-36.28758169934641
552,9.789915966386545
553,33.80952380952381
554,8.080357142857139
555,-68.14285714285714
556,39.96052631578948
557,-1.0135746606334806
558,-53.932330827067666
559,0.5050505050505052
560,6.28947368421052
561,-10.452380952380963
562,8.904761904761898
563,-1.82352941176471
564,-15.0
565,43.82352941176471
566,-39.644444444444446
567,-27.180147058823536
568,-46.66666666666667
569,-1.192156862745108
570,-7.9803921568627345
571,-63.577922077922075
572,5.25
573,-6.285714285714292
574,51.1699604743083
575,2.5
576,-40.26068376068376
577,-17.641025641025642
578,22.29824561403509
579,20.405128205128193
580,-51.60454545454545
581,-15.033088235294116
582,-4.0625
583,-42.37218045112782
584,-24.617543859649125
585,-6.3311688311688386
586,-38.125
587,-33.772727272727266
588,60.173913043478265
589,-48.55769230769231
590,3.973214285714292
591,-7.066666666666677
592,-21.41666666666667
593,4.772727272727266
594,-17.187969924812023
595,-53.91258741258742
596,-3.3333333333333286
597,-8.847826086956516
598,11.680451127819552
599,-10.75833333333334
600,-6.166666666666671
601,27.263157894736842
602,10.78671328671328
603,-1.6105263157894854
604,10.555555555555543
605,-8.843076923076922
606,17.22826086956522
607,1.9230769230769198
608,25.701388888888886
609,8.019230769230774
610,15.049999999999997
611,42.92222222222223
612,-75.21666666666667
613,-34.779761904761905
614,-9.603174603174594
615,-31.932773109243698
616,71.82186234817814
617,25.95555555555555
618,46.65151515151515
619,29.58585858585859
620,-32.02564102564103
621,5.97860962566844
622,32.40909090909091
623,25.384615384615387
624,-7.583333333333329
625,-7.805555555555557
626,1.75
627,-17.83333333333333
628,-28.522727272727266
629,-19.505347593582897
630,0.7142857142857224
631,17.736842105263158
632,17.89377289377289
633,45.38194444444444
634,-73.34722222222223
635,56.36666666666666
636,-36.247619047619054
637,7.633333333333326
638,12.785714285714292
639,-22.073809523809516
640,11.423529411764704
641,-80.71428571428572
642,21.701754385964904
643,19.853846153846163
644,3.8169934640522882
645,-21.71111111111111
646,-3.030303030303031
647,6.753246753246756
648,1.1111111111111143
649,3.328947368421055
650,17.888888888888886
651,-60.705882352941174
652,59.4375
653,7.86363636363636
654,-6.807017543859644
655,-54.36974789915966
656,5.277777777777786
657,11.944444444444443
658,-1.6041666666666714
659,28.733333333333334
660,21.66666666666667
661,1.875
662,21.253623188405797
663,10.877192982456151
664,10.754385964912274
665,23.40909090909092
666,8.361111111111114
667,10.78947368421052
668,15.985294117647058
669,15.666666666666671
670,-15.25555555555556
671,-14.467787114845933
672,78.54212454212454
673,-26.0934065934066
674,18.951871657754012
675,-6.641414141414131
676,12.429292929292927
677,-3.1666666666666714
678,1.0392156862745026
679,-2.916666666666657
680,-4.253246753246756
681,8.706349206349202
682,9.005681818181813
683,31.917748917748924
684,-20.212121212121218
685,-14.57083333333334
686,-9.540350877192978
687,-37.58333333333333
688,3.5024154589372074
689,6.663636363636357
690,10.633971291866018
691,0.8571428571428612
692,13.86513157894737
693,-10.336309523809526
694,-29.058823529411768
695,1.7857142857142918
696,35.77380952380952
697,6.830357142857139
698,-61.93984962406015
699,21.440217391304344
700,12.111111111111114
701,12.777777777777771
702,29.0
703,24.09340659340659
704,7.339572192513373
705,19.226190476190467
706,13.298611111111114
707,-27.375
708,19.173913043478265
709,32.56140350877193
710,-13.794871794871796
711,10.25
712,65.38333333333333
713,-2.589285714285708
714,-5.844155844155836
715,-53.27777777777778
716,28.993055555555557
717,-14.541125541125538
718,-0.7739938080495392
719,1.25
720,-18.0
721,-2.0833333333333286
722,70.52631578947368
723,-29.347826086956516
724,3.205882352941174
725,53.820512820512825
726,-16.5
727,40.92857142857143
728,-38.625
729,10.54276315789474
730,43.87352941176471
731,-0.5917874396135261
732,-4.285714285714292
733,9.455128205128204
734,-34.96753246753248
735,-19.656410256410254
736,-44.51417004048583
737,-28.00454545454545
738,-34.53571428571428
739,3.502923976608187
740,-19.28333333333333
741,-9.117647058823536
742,29.215789473684204
743,-42.698245614035095
744,22.76190476190476
745,-25.904761904761898
746,-78.32246376811594
747,8.0625
748,8.365384615384613
749,13.075657894736835
750,6.625
751,0.5119617224880386
752,-37.58333333333333
753,4.615384615384613
754,-13.021978021978015
755,2.0238095238095326
756,7.188888888888883
757,18.56187290969899
758,-33.4375
759,31.708823529411774
760,-13.28947368421052
761,23.963800904977376
762,-5.807017543859644
763,61.372549019607845
764,18.80952380952381
765,-8.958333333333329
766,-18.869747899159663
767,-24.375
768,-57.916666666666664
769,-3.75
770,-25.03289473684211
771,-15.882352941176464
772,19.184782608695656
773,9.642857142857139
774,15.555555555555557
775,26.590909090909093
776,53.34343434343434
777,1.0714285714285694
778,-30.52046783625731
779,-7.785714285714292
780,-39.85294117647059
781,-73.98333333333332
782,17.043956043956044
783,37.02380952380952
784,18.305555555555557
785,9.347826086956516
786,-7.61904761904762
787,14.144230769230774
788,25.30303030303031
789,18.5
790,12.692307692307693
791,7.5625
792,40.047619047619044
793,-3.4285714285714306
794,13.733333333333334
795,41.46992481203008
796,16.14932126696833
797,3.2608695652173907
798,-90.44642857142857
799,-0.9821428571428612
800,40.766666666666666
