,p1_mean_crit,p2_mean_crit
0,0.0634765625,0.11751302083333333
1,0.061848958333333336,0.15625
2,0.026041666666666668,0.17936197916666666
3,0.042317708333333336,0.1533203125
4,0.10904947916666667,0.14339192708333334
5,0.166015625,0.12874348958333334
6,0.1025390625,0.10416666666666667
7,0.107421875,0.16796875
8,0.0390625,0.13834635416666666
9,0.09440104166666667,0.17415364583333334
10,0.016276041666666668,0.14322916666666666
11,0.026041666666666668,0.13199869791666666
12,0.0927734375,0.13834635416666666
13,0.09928385416666667,0.12060546875
14,0.027669270833333332,0.15006510416666666
15,0.08463541666666667,0.14680989583333334
16,0.1220703125,0.16455078125
17,0.052083333333333336,0.17919921875
18,0.0634765625,0.16764322916666666
19,0.0439453125,0.13997395833333334
20,0.05859375,0.13525390625
21,0.107421875,0.15641276041666666
22,0.016276041666666668,0.15315755208333334
23,0.040690104166666664,0.14501953125
24,0.035807291666666664,0.13346354166666666
25,0.06510416666666667,0.13037109375
26,0.0830078125,0.15950520833333334
27,0.078125,0.1533203125
28,0.0634765625,0.14322916666666666
29,0.068359375,0.13671875
30,0.026041666666666668,0.16455078125
31,0.0634765625,0.16617838541666666
32,0.035807291666666664,0.0830078125
33,0.18391927083333334,0.15625
34,0.07486979166666667,0.15950520833333334
35,0.016276041666666668,0.1416015625
36,0.061848958333333336,0.13020833333333334
37,0.08951822916666667,0.14501953125
38,0.13020833333333334,0.15299479166666666
39,0.045572916666666664,0.13834635416666666
40,0.08951822916666667,0.13834635416666666
41,0.09440104166666667,0.146484375
42,0.08138020833333333,0.12060546875
43,0.11067708333333333,0.11393229166666667
44,0.10091145833333333,0.14339192708333334
45,0.09440104166666667,0.146484375
46,0.08463541666666667,0.1611328125
47,0.068359375,0.09114583333333333
48,0.11555989583333333,0.1337890625
49,0.026041666666666668,0.14973958333333334
50,0.052083333333333336,0.15299479166666666
51,0.107421875,0.15006510416666666
52,0.056966145833333336,0.126953125
53,0.06998697916666667,0.21826171875
54,0.10091145833333333,0.15299479166666666
55,0.12044270833333333,0.16780598958333334
56,0.1025390625,0.13997395833333334
57,0.1513671875,0.13020833333333334
58,0.016276041666666668,0.10904947916666667
59,0.052083333333333336,0.15478515625
60,0.08626302083333333,0.11897786458333333
61,0.13020833333333334,0.13688151041666666
62,0.11067708333333333,0.13020833333333334
63,0.061848958333333336,0.15787760416666666
64,0.15299479166666666,0.16943359375
65,0.0439453125,0.1416015625
66,0.14811197916666666,0.12044270833333333
67,0.11067708333333333,0.14176432291666666
68,0.026041666666666668,0.12386067708333333
69,0.0830078125,0.15169270833333334
70,0.07161458333333333,0.17106119791666666
71,0.0537109375,0.13362630208333334
72,0.047200520833333336,0.1611328125
73,0.08951822916666667,0.119140625
74,0.06673177083333333,0.15299479166666666
75,0.032552083333333336,0.14990234375
76,0.030924479166666668,0.14811197916666666
