,p1_mean_spa_last
0,79.16666666666667
1,42.5
2,69.16666666666667
3,43.333333333333336
4,86.66666666666667
5,100.0
6,55.0
7,65.83333333333333
8,31.666666666666668
9,60.833333333333336
10,38.333333333333336
11,52.5
12,75.83333333333333
13,56.666666666666664
14,64.16666666666667
15,90.83333333333333
16,93.33333333333333
17,71.66666666666667
18,85.0
19,49.166666666666664
20,80.0
21,84.16666666666667
22,45.833333333333336
23,72.5
24,11.666666666666666
25,79.16666666666667
26,90.0
27,86.66666666666667
28,67.5
29,32.5
30,49.166666666666664
31,76.66666666666667
32,29.166666666666668
33,102.5
34,34.166666666666664
35,47.5
36,105.0
37,60.833333333333336
38,85.0
39,76.66666666666667
40,66.66666666666667
41,90.83333333333333
42,82.5
43,89.16666666666667
44,76.66666666666667
45,93.33333333333333
46,50.0
47,55.0
48,103.33333333333333
49,40.0
50,53.333333333333336
51,85.0
52,78.33333333333333
53,65.83333333333333
54,109.16666666666667
55,104.16666666666667
56,101.66666666666667
57,104.16666666666667
58,30.833333333333332
59,71.66666666666667
60,84.16666666666667
61,82.5
62,88.33333333333333
63,40.0
64,99.16666666666667
65,60.833333333333336
66,103.33333333333333
67,85.83333333333333
68,77.5
69,70.83333333333333
70,70.0
71,68.33333333333333
72,47.5
73,56.666666666666664
74,84.16666666666667
75,59.166666666666664
76,48.333333333333336
77,94.16666666666667
78,41.666666666666664
79,73.33333333333333
80,78.33333333333333
81,86.66666666666667
82,75.83333333333333
83,84.16666666666667
84,95.0
85,65.83333333333333
86,31.666666666666668
87,76.66666666666667
88,50.0
89,61.666666666666664
90,40.0
91,89.16666666666667
92,95.83333333333333
93,11.666666666666666
94,42.5
95,90.83333333333333
96,9.166666666666666
97,88.33333333333333
98,54.166666666666664
99,72.5
100,72.5
101,51.666666666666664
102,80.83333333333333
103,30.0
104,81.66666666666667
105,57.5
106,51.666666666666664
107,24.166666666666668
108,85.0
109,99.16666666666667
110,81.66666666666667
111,55.0
112,50.833333333333336
113,99.16666666666667
114,102.5
115,65.83333333333333
116,99.16666666666667
117,71.66666666666667
118,76.66666666666667
119,66.66666666666667
120,36.666666666666664
121,43.333333333333336
122,96.66666666666667
123,77.5
124,85.83333333333333
125,74.16666666666667
126,86.66666666666667
127,61.666666666666664
128,83.33333333333333
129,48.333333333333336
130,85.83333333333333
131,30.0
132,51.666666666666664
133,40.0
134,67.5
135,74.16666666666667
136,80.83333333333333
137,61.666666666666664
138,88.33333333333333
139,96.66666666666667
140,65.83333333333333
141,53.333333333333336
142,47.5
143,81.66666666666667
144,61.666666666666664
145,60.833333333333336
146,70.0
147,34.166666666666664
148,85.0
149,56.666666666666664
150,82.5
151,67.5
152,82.5
153,92.5
154,79.16666666666667
155,59.166666666666664
156,105.0
157,41.666666666666664
158,83.33333333333333
159,64.16666666666667
160,61.666666666666664
161,88.33333333333333
162,64.16666666666667
163,56.666666666666664
164,50.0
165,71.66666666666667
166,93.33333333333333
167,83.33333333333333
168,82.5
169,69.16666666666667
170,20.833333333333332
171,55.833333333333336
172,69.16666666666667
173,57.5
174,70.83333333333333
175,53.333333333333336
176,72.5
177,55.833333333333336
178,47.5
179,35.833333333333336
180,81.66666666666667
181,66.66666666666667
182,59.166666666666664
183,102.5
184,85.0
185,69.16666666666667
186,71.66666666666667
187,67.5
188,10.833333333333334
189,82.5
190,77.5
191,59.166666666666664
192,55.833333333333336
193,40.0
194,56.666666666666664
195,50.833333333333336
196,75.83333333333333
197,96.66666666666667
198,92.5
199,66.66666666666667
200,40.0
201,71.66666666666667
202,98.33333333333333
203,65.0
204,69.16666666666667
205,22.5
206,75.0
207,71.66666666666667
208,69.16666666666667
209,65.0
210,92.5
211,76.66666666666667
212,60.0
213,68.33333333333333
214,49.166666666666664
215,109.16666666666667
216,83.33333333333333
217,30.0
218,88.33333333333333
219,53.333333333333336
220,45.0
221,74.16666666666667
222,48.333333333333336
223,65.83333333333333
224,74.16666666666667
225,61.666666666666664
226,85.0
227,22.5
228,50.0
229,84.16666666666667
230,52.5
231,81.66666666666667
232,98.33333333333333
233,50.0
234,71.66666666666667
235,71.66666666666667
236,99.16666666666667
237,82.5
238,64.16666666666667
239,79.16666666666667
240,60.833333333333336
241,78.33333333333333
242,88.33333333333333
243,72.5
244,85.83333333333333
245,48.333333333333336
246,69.16666666666667
247,55.0
248,73.33333333333333
249,50.0
250,100.0
251,89.16666666666667
252,95.0
253,79.16666666666667
254,65.0
255,45.0
256,60.0
257,89.16666666666667
258,56.666666666666664
259,59.166666666666664
260,97.5
261,87.5
262,63.333333333333336
263,90.0
264,81.66666666666667
265,76.66666666666667
266,60.833333333333336
267,70.0
268,85.83333333333333
269,11.666666666666666
270,54.166666666666664
271,29.166666666666668
272,95.83333333333333
273,86.66666666666667
274,96.66666666666667
275,77.5
276,43.333333333333336
277,93.33333333333333
278,33.333333333333336
279,35.833333333333336
280,44.166666666666664
281,55.833333333333336
282,87.5
283,60.0
284,65.0
285,86.66666666666667
286,50.0
287,50.0
288,77.5
289,93.33333333333333
290,74.16666666666667
291,76.66666666666667
292,41.666666666666664
293,76.66666666666667
294,28.333333333333332
295,45.833333333333336
296,79.16666666666667
297,68.33333333333333
298,97.5
299,75.0
300,60.833333333333336
301,105.83333333333333
302,22.5
303,90.0
304,68.33333333333333
305,70.83333333333333
306,86.66666666666667
307,51.666666666666664
308,91.66666666666667
309,78.33333333333333
310,93.33333333333333
311,83.33333333333333
312,52.5
313,68.33333333333333
314,34.166666666666664
315,87.5
316,51.666666666666664
317,68.33333333333333
318,79.16666666666667
319,62.5
320,71.66666666666667
321,70.0
322,56.666666666666664
323,93.33333333333333
324,65.83333333333333
325,40.0
326,55.0
327,60.0
328,79.16666666666667
329,38.333333333333336
330,56.666666666666664
331,97.5
332,35.833333333333336
333,31.666666666666668
334,36.666666666666664
335,30.0
336,54.166666666666664
337,50.833333333333336
338,45.833333333333336
339,55.833333333333336
340,49.166666666666664
341,77.5
342,76.66666666666667
343,88.33333333333333
344,88.33333333333333
345,81.66666666666667
346,94.16666666666667
347,50.833333333333336
348,66.66666666666667
349,97.5
350,83.33333333333333
351,93.33333333333333
352,60.833333333333336
353,70.83333333333333
354,68.33333333333333
355,62.5
356,67.5
357,52.5
358,56.666666666666664
359,93.33333333333333
360,71.66666666666667
361,75.83333333333333
362,76.66666666666667
363,55.833333333333336
364,34.166666666666664
365,100.0
366,70.83333333333333
367,66.66666666666667
368,60.833333333333336
369,44.166666666666664
370,44.166666666666664
371,39.166666666666664
372,77.5
373,50.0
374,92.5
375,44.166666666666664
376,61.666666666666664
377,91.66666666666667
378,46.666666666666664
379,51.666666666666664
380,50.0
381,50.833333333333336
382,94.16666666666667
383,89.16666666666667
384,86.66666666666667
385,55.0
386,85.83333333333333
387,56.666666666666664
388,78.33333333333333
389,63.333333333333336
390,75.83333333333333
391,72.5
392,77.5
393,100.0
394,76.66666666666667
395,72.5
396,56.666666666666664
397,49.166666666666664
398,72.5
399,45.833333333333336
400,45.833333333333336
401,72.5
402,70.0
403,54.166666666666664
404,39.166666666666664
405,73.33333333333333
406,55.0
407,82.5
408,103.33333333333333
409,65.83333333333333
410,22.5
411,65.83333333333333
412,86.66666666666667
413,60.833333333333336
414,32.5
415,67.5
416,62.5
417,45.833333333333336
418,75.83333333333333
419,74.16666666666667
420,62.5
421,65.83333333333333
422,100.0
423,96.66666666666667
424,95.0
425,92.5
426,100.0
427,56.666666666666664
428,65.83333333333333
429,60.0
430,35.833333333333336
431,68.33333333333333
432,99.16666666666667
433,47.5
434,104.16666666666667
435,95.0
436,22.5
437,22.5
438,62.5
439,62.5
440,85.83333333333333
441,78.33333333333333
442,52.5
443,89.16666666666667
444,69.16666666666667
445,93.33333333333333
446,74.16666666666667
447,60.0
448,75.83333333333333
449,83.33333333333333
450,72.5
451,48.333333333333336
452,77.5
453,79.16666666666667
454,50.0
455,11.666666666666666
456,45.0
457,94.16666666666667
458,90.83333333333333
459,73.33333333333333
460,96.66666666666667
461,88.33333333333333
462,59.166666666666664
463,61.666666666666664
464,77.5
465,75.83333333333333
466,68.33333333333333
467,64.16666666666667
468,65.0
469,57.5
470,51.666666666666664
471,71.66666666666667
472,64.16666666666667
473,58.333333333333336
474,65.83333333333333
475,95.83333333333333
476,35.833333333333336
477,71.66666666666667
478,77.5
479,85.83333333333333
480,85.83333333333333
481,80.0
482,45.833333333333336
483,61.666666666666664
484,24.166666666666668
485,50.0
486,88.33333333333333
487,74.16666666666667
488,31.666666666666668
489,100.0
490,77.5
491,24.166666666666668
492,70.0
493,74.16666666666667
494,29.166666666666668
495,60.833333333333336
496,46.666666666666664
497,100.0
498,45.833333333333336
499,81.66666666666667
500,66.66666666666667
501,75.83333333333333
502,29.166666666666668
503,40.0
504,40.833333333333336
505,83.33333333333333
506,86.66666666666667
507,40.0
508,69.16666666666667
509,70.83333333333333
510,68.33333333333333
511,83.33333333333333
512,53.333333333333336
513,74.16666666666667
514,83.33333333333333
515,75.83333333333333
516,85.0
517,75.83333333333333
518,39.166666666666664
519,74.16666666666667
520,50.833333333333336
521,89.16666666666667
522,68.33333333333333
523,63.333333333333336
524,20.833333333333332
525,52.5
526,100.0
527,73.33333333333333
528,85.0
529,65.0
530,95.0
531,65.83333333333333
532,99.16666666666667
533,71.66666666666667
534,86.66666666666667
535,96.66666666666667
536,52.5
537,56.666666666666664
538,66.66666666666667
539,31.666666666666668
540,80.0
541,70.0
542,56.666666666666664
543,56.666666666666664
544,25.833333333333332
545,82.5
546,55.0
547,82.5
548,71.66666666666667
549,66.66666666666667
550,76.66666666666667
551,65.0
552,28.333333333333332
553,54.166666666666664
554,103.33333333333333
555,108.33333333333333
556,48.333333333333336
557,90.83333333333333
558,56.666666666666664
559,68.33333333333333
560,70.83333333333333
561,91.66666666666667
562,79.16666666666667
563,98.33333333333333
564,85.83333333333333
565,55.833333333333336
566,97.5
567,51.666666666666664
568,55.0
569,74.16666666666667
570,85.0
571,45.833333333333336
572,72.5
573,60.0
574,61.666666666666664
575,50.0
576,105.83333333333333
577,104.16666666666667
578,85.0
579,54.166666666666664
580,43.333333333333336
581,65.0
582,55.0
583,58.333333333333336
584,76.66666666666667
585,74.16666666666667
586,77.5
587,100.0
588,77.5
589,68.33333333333333
590,80.0
591,35.833333333333336
592,101.66666666666667
593,45.833333333333336
594,60.833333333333336
595,82.5
596,83.33333333333333
597,64.16666666666667
598,69.16666666666667
599,62.5
600,64.16666666666667
601,100.0
602,59.166666666666664
603,66.66666666666667
604,18.333333333333332
605,61.666666666666664
606,51.666666666666664
607,93.33333333333333
608,62.5
609,52.5
610,95.0
611,43.333333333333336
612,81.66666666666667
613,66.66666666666667
614,74.16666666666667
615,77.5
616,38.333333333333336
617,62.5
618,57.5
619,61.666666666666664
620,85.0
621,11.666666666666666
622,49.166666666666664
623,33.333333333333336
624,93.33333333333333
625,88.33333333333333
626,100.0
627,45.0
628,59.166666666666664
629,56.666666666666664
630,69.16666666666667
631,30.833333333333332
632,51.666666666666664
633,50.0
634,69.16666666666667
635,99.16666666666667
636,36.666666666666664
637,79.16666666666667
638,75.83333333333333
639,70.83333333333333
640,55.0
641,56.666666666666664
642,82.5
643,36.666666666666664
644,53.333333333333336
645,81.66666666666667
646,71.66666666666667
647,25.833333333333332
648,85.0
649,45.0
650,86.66666666666667
651,77.5
652,75.0
653,58.333333333333336
654,71.66666666666667
655,83.33333333333333
656,85.0
657,85.0
658,71.66666666666667
659,56.666666666666664
660,75.83333333333333
661,74.16666666666667
662,16.666666666666668
663,63.333333333333336
664,76.66666666666667
665,86.66666666666667
666,62.5
667,67.5
668,60.833333333333336
669,43.333333333333336
670,85.0
671,61.666666666666664
672,68.33333333333333
673,38.333333333333336
674,62.5
675,56.666666666666664
676,45.0
677,32.5
678,10.833333333333334
679,52.5
680,48.333333333333336
681,65.83333333333333
682,65.83333333333333
683,49.166666666666664
684,60.0
685,76.66666666666667
686,45.0
687,77.5
688,65.83333333333333
689,81.66666666666667
690,20.833333333333332
691,51.666666666666664
692,11.666666666666666
693,60.0
694,87.5
695,91.66666666666667
696,80.0
697,91.66666666666667
698,81.66666666666667
699,41.666666666666664
700,74.16666666666667
701,77.5
702,19.166666666666668
703,62.5
704,99.16666666666667
705,72.5
706,40.0
707,62.5
708,96.66666666666667
709,62.5
710,32.5
711,104.16666666666667
712,72.5
713,79.16666666666667
714,93.33333333333333
715,94.16666666666667
716,44.166666666666664
717,81.66666666666667
718,72.5
719,98.33333333333333
720,50.833333333333336
721,90.83333333333333
722,78.33333333333333
723,82.5
724,41.666666666666664
725,38.333333333333336
726,66.66666666666667
727,88.33333333333333
728,72.5
729,50.0
730,70.0
731,54.166666666666664
732,68.33333333333333
733,90.83333333333333
734,49.166666666666664
735,60.0
736,84.16666666666667
737,69.16666666666667
738,100.0
739,65.83333333333333
740,46.666666666666664
741,55.833333333333336
742,95.0
743,45.0
744,85.0
745,68.33333333333333
746,99.16666666666667
747,83.33333333333333
748,95.83333333333333
749,39.166666666666664
750,83.33333333333333
751,105.0
752,93.33333333333333
753,45.0
754,51.666666666666664
755,93.33333333333333
756,80.0
757,85.83333333333333
758,79.16666666666667
759,86.66666666666667
760,100.0
761,30.0
762,64.16666666666667
763,66.66666666666667
764,62.5
765,85.0
766,83.33333333333333
767,86.66666666666667
768,11.666666666666666
769,105.0
770,77.5
771,64.16666666666667
772,55.833333333333336
773,53.333333333333336
774,55.0
775,51.666666666666664
776,105.0
777,70.0
778,72.5
779,87.5
780,77.5
781,100.0
782,83.33333333333333
783,34.166666666666664
784,85.0
785,55.833333333333336
786,67.5
787,95.83333333333333
788,54.166666666666664
789,56.666666666666664
790,35.833333333333336
791,99.16666666666667
792,81.66666666666667
793,50.0
794,85.0
795,49.166666666666664
796,80.0
797,98.33333333333333
798,97.5
799,46.666666666666664
800,43.333333333333336
801,87.5
802,70.83333333333333
803,91.66666666666667
804,80.0
805,24.166666666666668
806,51.666666666666664
807,60.0
808,56.666666666666664
809,38.333333333333336
810,50.0
811,96.66666666666667
812,77.5
813,50.0
814,64.16666666666667
815,103.33333333333333
816,103.33333333333333
817,29.166666666666668
818,50.0
819,61.666666666666664
820,99.16666666666667
821,69.16666666666667
822,72.5
823,100.0
824,95.83333333333333
825,42.5
826,88.33333333333333
827,71.66666666666667
828,99.16666666666667
829,77.5
830,65.83333333333333
831,22.5
832,93.33333333333333
833,68.33333333333333
834,84.16666666666667
835,57.5
836,34.166666666666664
837,89.16666666666667
838,50.0
839,49.166666666666664
840,49.166666666666664
841,82.5
842,97.5
843,28.333333333333332
844,62.5
845,80.83333333333333
846,83.33333333333333
847,75.0
848,70.83333333333333
849,75.0
850,81.66666666666667
851,97.5
852,75.0
853,31.666666666666668
854,65.0
855,82.5
856,53.333333333333336
857,64.16666666666667
858,91.66666666666667
859,74.16666666666667
860,77.5
861,56.666666666666664
862,75.83333333333333
863,50.833333333333336
864,73.33333333333333
865,54.166666666666664
866,87.5
867,57.5
868,87.5
869,46.666666666666664
870,42.5
871,69.16666666666667
872,53.333333333333336
873,40.0
874,86.66666666666667
875,49.166666666666664
876,55.833333333333336
877,84.16666666666667
878,25.0
879,83.33333333333333
880,44.166666666666664
881,83.33333333333333
882,82.5
883,76.66666666666667
884,75.83333333333333
885,42.5
886,65.0
887,59.166666666666664
888,73.33333333333333
889,99.16666666666667
890,79.16666666666667
891,81.66666666666667
892,19.166666666666668
893,85.0
894,78.33333333333333
