,p1_off_def_ratio,p2_off_def_ratio
0,1.1801242236024845,1.1062252964426877
1,0.8333333333333334,1.126943005181347
2,1.5131578947368423,1.0346851654215583
3,1.2820512820512822,1.1938307628178406
4,1.059322033898305,1.1087727595176162
5,0.9976525821596244,1.16580592552324
6,0.9552845528455284,1.0230179028132993
7,1.0389610389610389,1.1659346022449977
8,0.9803921568627452,0.9507042253521126
9,1.1914062500000002,1.0204081632653061
10,0.45454545454545453,0.831702544031311
11,0.6611570247933884,1.159310524941238
12,1.0606060606060608,1.0107816711590296
13,1.1328125000000002,1.1509322284699615
14,1.314102564102564,0.9952358265840877
15,1.113744075829384,1.092728160078087
16,0.8830275229357798,1.1178499568841622
17,0.9859154929577464,1.1288992008249548
18,1.1801242236024845,1.2218649517684887
19,1.3043478260869565,1.1710794297352343
20,1.3350785340314137,1.0503302925448255
21,0.8856088560885609,1.1227952668006251
22,0.45454545454545453,1.0137017583923271
23,1.5094339622641508,1.159310524941238
24,0.99009900990099,0.9660297239915073
25,1.1450381679389314,1.0506921427178786
26,1.262135922330097,0.9320175438596491
27,0.635593220338983,1.1432181971356359
28,1.1801242236024845,1.143552311435523
29,1.021505376344086,1.1237373737373737
30,1.5131578947368423,1.0598571152732188
31,1.2240663900414939,1.0135470760894107
32,0.99009900990099,1.1354581673306772
33,1.0721868365180467,0.865019011406844
34,1.0273972602739727,1.1221945137157108
35,0.45454545454545453,0.9459459459459458
36,0.943877551020408,1.1171366594360086
37,1.1070110701107012,1.175337740730095
38,1.1171366594360086,1.1221945137157108
39,1.2820512820512822,1.167979002624672
40,0.9424083769633508,0.9475806451612903
41,1.0240963855421685,1.0977596741344195
42,1.1585365853658536,1.113864701942398
43,0.9955752212389382,1.2021857923497268
44,1.2268518518518519,1.1185872647589583
45,1.2244897959183672,1.1097256857855362
46,0.9923664122137406,1.054131054131054
47,0.84070796460177,0.8433734939759037
48,0.7009345794392523,1.104929233772572
49,1.5131578947368423,1.1150234741784038
50,0.990566037735849,1.1221945137157108
51,0.996376811594203,1.0841291496134606
52,1.4864864864864864,1.0512129380053907
53,0.8870967741935484,1.0254100254100256
54,1.270718232044199,1.1221945137157108
55,1.1512027491408936,1.1768945184538109
56,1.2062937062937062,1.0349127182044888
57,1.16580310880829,1.1171366594360086
58,0.45454545454545453,0.9866962305986696
59,0.9859154929577464,0.985860728172499
60,0.7679738562091503,1.0527770796682583
61,1.0126582278481013,1.0351550015979545
62,1.0389610389610389,1.1171366594360086
63,1.2573099415204678,0.8346333853354135
64,1.1221945137157108,0.9418745458948898
65,1.3043478260869565,1.06651376146789
66,1.0646900269541777,1.0069444444444444
67,1.168091168091168,0.9445599445599445
68,1.5131578947368423,1.1771448419590136
69,1.099290780141844,1.0905192949023343
70,1.0248447204968945,1.0555702566816618
71,0.8333333333333334,1.2290659200814456
72,1.228813559322034,0.9645232815964523
73,0.9424083769633508,0.9947340705634544
74,0.8944281524926686,1.1557177615571776
75,0.927601809954751,1.2206423142927187
76,0.8156028368794327,1.0204081632653061
77,1.3265306122448979,1.1221945137157108
78,1.1085972850678734,0.9500959692898273
79,0.8943089430894309,1.1596009975062345
80,1.1538461538461537,1.1123853211009174
81,1.0132890365448506,0.9834223613925216
82,1.0305343511450382,1.0032478077297824
83,1.0389610389610389,1.07693951699081
84,0.6277056277056278,1.1370160939538927
85,1.102941176470588,0.8856416772554002
86,1.0927152317880795,0.9977827050997782
87,1.2240663900414939,1.0438262195121952
88,0.9923664122137406,1.2412587412587412
89,1.3793103448275863,1.113864701942398
90,1.5131578947368423,1.1903995709305444
91,1.0606060606060608,1.1638954869358669
92,0.995850622406639,1.095816779621407
93,0.99009900990099,1.167979002624672
94,0.9408602150537635,0.9288990825688073
95,1.0638297872340425,1.1903995709305444
96,0.8088235294117646,1.0602910602910602
97,1.3636363636363635,1.159310524941238
98,1.314102564102564,1.16580310880829
99,1.3350785340314137,0.994199535962877
100,1.1956521739130435,1.1295681063122924
101,1.0483870967741935,1.1171366594360086
102,0.9501557632398754,1.1897096866915782
103,1.0248447204968945,1.0674157303370786
104,1.3043478260869565,1.1101749837977966
105,0.9844559585492227,1.196013289036545
106,0.990566037735849,1.123357468490212
107,1.0317460317460319,1.1868686868686869
108,0.8115671641791046,1.0549799111862972
109,0.8137583892617449,1.1381042059008162
110,1.1904761904761905,1.126943005181347
111,0.9034267912772586,1.16580310880829
112,1.0240963855421685,1.098109595597033
113,1.1867088607594938,1.1171366594360086
114,1.111111111111111,1.123357468490212
115,1.1085972850678734,1.1030409650665995
116,1.1234177215189873,1.1509322284699615
117,1.0126582278481013,1.2374955019791292
118,1.0132890365448506,1.0298994291927155
119,1.4864864864864864,1.1171366594360086
120,1.0398230088495575,1.1218836565096952
121,1.0294117647058822,0.9475806451612903
122,1.051912568306011,0.9310204909717996
123,0.9955752212389382,1.1638954869358669
124,0.6573705179282868,1.1087727595176162
125,0.9954751131221719,1.1711983887210473
126,1.0638297872340425,1.0156698876991381
127,1.2168141592920356,1.0468854655056932
128,1.1111111111111112,1.056547619047619
129,0.7515337423312883,1.0230173676501362
130,0.996168582375479,1.1922141119221412
131,1.0248447204968945,1.088082901554404
132,0.990566037735849,1.159310524941238
133,0.99009900990099,1.136594663278272
134,1.1185983827493262,0.8430232558139535
135,1.161825726141079,0.859821935972722
136,1.2305295950155761,1.2787723785166238
137,0.9848484848484849,0.9718819039967864
138,1.059322033898305,1.1569148936170213
139,1.3636363636363635,1.1277724204435873
140,1.243781094527363,1.0527770796682583
141,1.1683848797250858,1.1150234741784038
142,0.7954545454545454,1.022316899979712
143,0.9728506787330317,0.9213051823416507
144,1.0180995475113122,1.167979002624672
145,1.2151394422310757,1.0024218939210463
146,1.0112359550561798,1.16580310880829
147,0.9803921568627452,1.1349693251533741
148,1.1357340720221607,1.16580592552324
149,1.010230179028133,0.8236272878535773
150,0.7951482479784366,0.9855769230769231
151,1.161825726141079,1.25
152,1.1993243243243241,1.3255813953488373
153,1.3043478260869565,1.1403508771929824
154,1.1993769470404985,1.0551330798479086
155,1.2412587412587412,1.0583941605839415
156,0.7552870090634441,1.0567809565407293
157,0.9722222222222222,1.1171366594360086
158,1.262135922330097,1.2202380952380951
159,1.195219123505976,0.9222311611692142
160,1.0176991150442478,1.1087727595176162
161,0.7303370786516854,1.1139896373056994
162,0.9967845659163986,0.9976525821596244
163,0.982142857142857,0.9863945578231292
164,1.0471204188481678,1.2199312714776631
165,1.0358565737051793,1.0527770796682583
166,1.059322033898305,0.9782608695652174
167,0.982142857142857,1.0156698876991381
168,1.0180995475113122,1.0904872389791183
169,1.314102564102564,1.0567514677103718
170,1.043956043956044,0.9393063583815029
171,0.7395498392282959,0.9619952494061758
172,0.7019704433497537,1.0468854655056932
