,p1_mean_hp_last,p2_mean_hp_last
0,100.0,83.14999999999999
1,70.0,115.83333333333333
2,108.33333333333333,103.98333333333333
3,54.166666666666664,98.14999999999999
4,87.5,121.99166666666667
5,103.33333333333333,130.32500000000002
6,36.666666666666664,55.833333333333336
7,63.333333333333336,89.81666666666666
8,22.5,67.5
9,95.83333333333333,105.83333333333333
10,57.5,60.833333333333336
11,67.5,131.99166666666667
12,52.5,91.66666666666667
13,90.83333333333333,111.15833333333335
14,70.0,113.14999999999999
15,115.83333333333333,111.48333333333333
16,108.33333333333333,112.825
17,79.16666666666667,103.825
18,124.16666666666667,110.83333333333333
19,84.16666666666667,98.33333333333333
20,80.83333333333333,94.49166666666667
21,85.0,111.325
22,64.16666666666667,116.99166666666667
23,101.66666666666667,121.15833333333335
24,12.5,115.83333333333333
25,96.66666666666667,99.49166666666667
26,104.16666666666667,108.33333333333333
27,87.5,96.48333333333333
28,87.5,119.16666666666667
29,27.5,75.0
30,83.33333333333333,85.325
31,118.33333333333333,110.325
32,54.166666666666664,49.166666666666664
33,75.83333333333333,100.83333333333333
34,21.666666666666668,117.5
35,98.33333333333333,114.16666666666667
36,110.0,124.16666666666667
37,95.83333333333333,118.65833333333335
38,124.16666666666667,116.66666666666667
39,118.33333333333333,127.5
40,79.16666666666667,115.0
41,90.0,112.66666666666667
42,109.33333333333333,126.99166666666667
43,89.16666666666667,87.5
44,98.33333333333333,119.49166666666667
45,117.5,120.83333333333333
46,62.5,58.333333333333336
47,77.5,121.66666666666667
48,97.5,124.81666666666666
49,80.83333333333333,121.66666666666667
50,81.66666666666667,116.66666666666667
51,90.83333333333333,113.31666666666666
52,100.83333333333333,76.66666666666667
53,79.33333333333333,68.65833333333333
54,114.16666666666667,116.66666666666667
55,114.16666666666667,87.825
56,123.33333333333333,117.5
57,120.83333333333333,124.16666666666667
58,57.5,77.5
59,79.16666666666667,86.15833333333335
60,56.666666666666664,124.49166666666667
61,74.16666666666667,100.325
62,100.0,124.16666666666667
63,80.83333333333333,74.16666666666667
64,116.66666666666667,99.49166666666667
65,96.66666666666667,118.33333333333333
66,95.83333333333333,99.16666666666667
67,118.33333333333333,112.825
68,106.66666666666667,107.825
69,88.33333333333333,121.48333333333333
70,44.666666666666664,104.49166666666667
71,73.33333333333333,130.49166666666667
72,64.16666666666667,102.5
73,90.83333333333333,99.81666666666666
74,107.5,119.16666666666667
75,83.33333333333333,121.325
76,65.0,109.16666666666667
77,132.5,116.66666666666667
78,39.166666666666664,120.0
79,50.833333333333336,122.5
80,100.83333333333333,118.33333333333333
81,127.5,86.15833333333335
82,56.666666666666664,91.99166666666667
83,95.0,90.325
84,115.0,94.81666666666666
85,80.83333333333333,73.325
86,26.666666666666668,107.5
87,118.33333333333333,101.48333333333333
88,62.5,65.83333333333333
89,58.333333333333336,126.99166666666667
90,80.83333333333333,122.825
91,89.16666666666667,123.33333333333333
92,107.5,129.49166666666667
93,12.5,127.5
94,30.833333333333332,105.0
95,123.33333333333333,122.825
96,13.333333333333334,88.33333333333333
97,102.5,121.15833333333335
98,51.666666666666664,120.83333333333333
99,81.66666666666667,98.14999999999999
100,101.66666666666667,100.0
101,36.666666666666664,124.16666666666667
102,85.83333333333333,116.99166666666667
103,23.333333333333332,96.66666666666667
104,111.66666666666667,89.49166666666667
105,65.0,105.83333333333333
106,63.333333333333336,118.65833333333335
107,27.5,78.33333333333333
108,96.66666666666667,132.82500000000002
109,74.16666666666667,95.325
110,85.0,115.83333333333333
111,77.5,120.83333333333333
112,64.16666666666667,127.825
113,116.66666666666667,124.16666666666667
114,90.0,118.65833333333335
115,80.83333333333333,116.15833333333335
116,116.66666666666667,115.325
117,47.5,110.325
118,93.33333333333333,100.325
119,88.33333333333333,124.16666666666667
120,71.66666666666667,110.0
121,24.166666666666668,115.0
122,121.66666666666667,114.49166666666667
123,76.66666666666667,123.33333333333333
124,87.5,121.99166666666667
125,43.333333333333336,115.325
126,87.5,100.325
127,65.83333333333333,127.825
128,95.83333333333333,95.83333333333333
129,30.0,92.825
130,90.83333333333333,125.0
131,23.333333333333332,110.0
132,63.333333333333336,121.15833333333335
133,80.83333333333333,65.64999999999999
134,82.5,99.16666666666667
