,p1_crit_aggressive,p2_crit_aggressive,crit_aggressive_diff
0,0.4022341358418367,0.4744299540682415,-0.0721958182264048
1,0.38696941844919786,0.9901147959183673,-0.6031453774691694
2,0.1683311855670103,0.8330608042635659,-0.6647296186965556
3,0.27141702586206895,0.7511587569962687,-0.4797417311341997
4,0.6419516509433962,0.7749125162760417,-0.1329608653326455
5,1.0009765625,0.6932319972826088,0.30774456521739124
6,0.5652153201219512,0.663860103626943,-0.09864478350499184
7,0.6803385416666666,0.8320554622933884,-0.15171692062672182
8,0.21532012195121952,0.8173728475765306,-0.6020527256253111
9,0.6058574315920398,1.0603640701970445,-0.45450663860500473
10,0.09963911802030458,0.7895071138211383,-0.6898679958008337
11,0.16276041666666669,0.7150116286687631,-0.5522512120020964
12,0.5839269301470589,0.8783895502645502,-0.29446262011749136
13,0.6291354432397959,0.6367804169901656,-0.007644973750369766
14,0.17505607982673269,0.6383463541666666,-0.46329027433993397
15,0.515625,0.6557592894900497,-0.1401342894900497
16,0.7041157155797102,0.9047513757861636,-0.2006356602064534
17,0.30801435406698563,1.0048700241815476,-0.696855670114562
18,0.4045397506476684,1.0892178867403315,-0.684678136092663
19,0.28006598121761656,0.9146813118811882,-0.6346153306635716
20,0.38101276178010474,0.6329393831205197,-0.25192662134041494
21,0.6348146984924623,0.8659081831543968,-0.23109348466193447
22,0.10313695790816325,0.7972477117233728,-0.6941107538152096
23,0.26120421706989244,0.7995242072851153,-0.5383199902152229
24,0.2298828125,0.7928527227722773,-0.5629699102722773
25,0.390625,0.6735314360119048,-0.2829064360119048
26,0.5367551813471503,0.9340256911057692,-0.3972705097586189
27,0.45990566037735847,0.7309751157407407,-0.27106945536338223
28,0.4032628676470588,0.9224929378531075,-0.5192300702060486
29,0.43249149133663367,0.8658854166666667,-0.43339392533003307
30,0.1671330845771144,0.8885082395273297,-0.7213751549502153
31,0.41397758152173914,0.8758896336410986,-0.4619120521193595
32,0.22931509067357514,0.5150533536585366,-0.2857382629849614
33,1.144386574074074,0.8777573529411765,0.26662922113289744
34,0.48114292512690354,1.0112959085051547,-0.5301529833782512
35,0.1065340909090909,0.8335790094339622,-0.7270449185248713
36,0.37109375,0.8298251295336787,-0.4587313795336787
37,0.5605753185679612,0.7976818549923781,-0.23710653642441692
38,0.8298251295336787,0.968967013888889,-0.13914188435521024
39,0.29721467391304346,0.8899806701030928,-0.5927659961900493
40,0.5663579053217822,0.8145626460280374,-0.2482047407062552
41,0.60749271373057,0.9249848300970873,-0.3174921163665173
42,0.5344103329145728,0.6333526611328126,-0.09894232821823978
43,0.7013313137755102,0.7430366847826086,-0.04170537100709848
44,0.5820689915458938,0.7735312105429293,-0.19146221899703553
45,0.6059937836021505,0.9219898897058824,-0.31599610610373186
46,0.505139802631579,1.03447265625,-0.529332853618421
47,0.42264831852791884,0.5042287844036697,-0.08158046587575085
48,0.6467208520179373,0.5790067257217848,0.06771412629615248
49,0.16752577319587628,0.9473623143564357,-0.7798365411605594
50,0.3319300518134715,0.968967013888889,-0.6370369620754175
51,0.6810768363402062,0.6739113653273808,0.007165471012825386
52,0.33656529017857145,0.7805731745049506,-0.4440078843263791
53,0.4578503024193548,1.1999763257575755,-0.7421260233382208
54,0.6564555921052632,0.968967013888889,-0.3125114217836258
55,0.7723627645502645,0.9649685004990021,-0.19260573594873753
56,0.6037346670560748,0.8583018543956044,-0.25456718733952954
57,0.9714610541044775,0.8298251295336787,0.14163592457079877
58,0.101834057486631,0.654296875,-0.552462817513369
59,0.3261529126213592,0.842840998427673,-0.5166880858063139
60,0.49767127403846156,0.6006147183053863,-0.1029434442669247
