,p1_spe_atk_ratio,p2_spe_atk_ratio
0,0.8035714285714285,0.7459233142353459
1,1.021505376344086,0.70578231292517
2,0.6611570247933884,1.1896901980700862
3,0.6310679611650485,0.813752591568763
4,1.1621093750000002,0.5801221309749421
5,1.0875870069605569,0.8231777420096573
6,0.9647302904564315,0.6865763546798029
7,1.3414634146341464,0.896031417941298
8,0.5357142857142857,0.6873479318734793
9,0.8118971061093248,1.0910087719298247
10,4.545454545454545,0.8990719257540604
11,0.6686046511627907,0.8179595465659035
12,0.448207171314741,1.0170603674540681
13,0.9037162162162162,0.8812357558875665
14,0.4028436018957346,0.8488673902784332
15,1.078838174273859,0.9938298810048479
16,0.5850383631713555,1.0521651050898961
17,2.105263157894737,0.6487947735976571
18,0.8035714285714285,0.702720207253886
19,0.625,0.7401032702237522
20,0.5316091954022989,1.1010591350397176
21,0.823170731707317,0.47258793476124983
22,4.545454545454545,0.7540564569904423
23,0.753012048192771,0.8985330073349633
24,1.0377358490566035,0.8080260303687636
25,0.5849358974358975,0.5285373463020738
26,0.47932330827067665,0.8062645011600929
27,1.5384615384615385,0.74207361516035
28,0.8035714285714285,0.7746848739495799
29,1.0714285714285712,0.7483370288248337
30,0.6611570247933884,0.7622995134258425
31,0.6478405315614618,0.8749175642998461
32,1.0377358490566035,0.5927835051546392
33,1.105675146771037,0.6182212581344902
34,1.4743589743589745,1.074561403508772
35,4.545454545454545,0.7727765726681128
36,0.7984293193717278,0.6022072936660269
37,0.7761437908496732,0.9833694866232828
38,0.6525911708253359,0.7675438596491229
39,0.35194174757281554,0.8592017738359201
40,1.478494623655914,0.8140756302521008
41,1.434659090909091,0.7706422018348624
42,0.5627147766323024,0.3773024361259656
43,1.3095238095238095,0.3391255605381166
44,1.1439114391143912,0.6177540350079563
45,0.8892276422764228,0.9977827050997782
46,1.1121323529411764,1.077127659574468
47,0.8801020408163264,0.564516129032258
48,1.147186147186147,0.7241717523975588
49,0.47520661157024796,0.8004158004158004
50,1.4414414414414416,0.7099780701754387
51,1.0409252669039146,0.7762013256006628
52,0.6067251461988304,0.928030303030303
53,1.0380116959064327,0.9152033785285619
54,0.9322033898305083,0.4879385964912281
55,0.8211143695014662,0.7946412185722151
56,0.4166666666666667,0.8788598574821852
57,0.9375,0.5302303262955854
58,4.545454545454545,0.7427937915742794
59,1.611842105263158,1.3531063531063532
60,0.7883817427385893,0.8072487644151565
61,0.8358895705521472,0.8654137617459837
