,p1_offensive_ratio
0,1.0561224489795917
1,1.0427807486631016
2,1.077319587628866
3,1.0689655172413792
4,0.9811320754716981
5,1.0049019607843137
6,0.9186991869918699
7,1.0555555555555556
8,0.9186991869918699
9,1.0696517412935322
10,1.0203045685279188
11,1.0416666666666667
12,1.0490196078431373
13,1.0561224489795917
14,1.0544554455445545
15,1.0153846153846153
16,0.961352657004831
17,0.9856459330143541
18,1.0621761658031088
19,1.0621761658031088
20,1.0837696335078535
21,0.9849246231155779
22,1.0561224489795917
23,1.0698924731182795
24,1.07
25,1.0
26,1.077720207253886
27,0.9811320754716981
28,1.0588235294117647
29,1.0544554455445545
30,1.0696517412935322
31,1.0869565217391304
32,1.067357512953368
33,1.037037037037037
34,1.0710659898477157
35,1.0909090909090908
36,1.0
37,1.0436893203883495
38,1.0621761658031088
39,1.0869565217391304
40,1.0544554455445545
41,1.072538860103627
42,1.0944723618090453
43,1.0561224489795917
44,0.961352657004831
45,1.0698924731182795
46,0.9947368421052631
47,1.0304568527918783
48,0.9327354260089686
49,1.0721649484536082
50,1.0621761658031088
51,1.056701030927835
52,0.9846938775510204
53,1.0903225806451613
54,1.0842105263157895
55,1.0687830687830688
56,0.9813084112149533
57,1.0696517412935322
58,1.0427807486631016
59,1.0436893203883495
60,0.9615384615384616
61,1.0561224489795917
62,1.0285714285714285
63,1.085561497326203
64,1.0555555555555556
65,1.0934065934065933
66,1.0714285714285714
67,1.0582010582010581
68,1.0561224489795917
69,1.0386740331491713
70,1.0732177263969171
71,1.0144230769230769
72,1.0458715596330275
73,1.0555555555555556
74,0.981651376146789
75,0.9903381642512077
76,0.9690721649484536
77,1.0423280423280423
78,1.0341463414634147
79,1.0149253731343284
80,1.0555555555555556
81,1.02020202020202
82,1.0555555555555556
83,1.0146341463414634
84,0.9583333333333334
85,1.0492462311557789
86,1.0977011494252873
87,1.0721649484536082
88,1.0698924731182795
89,1.0561224489795917
90,1.0561224489795917
91,1.0561224489795917
92,1.0195121951219512
93,1.0148514851485149
94,0.9671361502347418
95,1.078125
96,1.005050505050505
97,1.053658536585366
98,1.0864864864864865
99,1.0427807486631016
100,1.0698924731182795
101,1.037037037037037
102,1.0376344086021505
103,1.037037037037037
104,1.0837696335078535
105,1.005
106,1.109375
107,1.0612244897959184
108,0.9086538461538461
109,0.9186991869918699
110,1.0738916256157636
111,1.0304568527918783
112,1.0505050505050506
113,1.0555555555555556
114,1.055045871559633
115,1.085561497326203
116,1.0555555555555556
117,1.0561224489795917
118,0.971830985915493
119,0.9846938775510204
120,1.078125
121,0.90625
122,1.0304568527918783
123,1.0561224489795917
124,0.9766355140186916
125,0.9675925925925926
126,0.9811320754716981
127,1.0717948717948718
128,1.0842696629213484
129,0.9863013698630136
130,1.0153061224489797
131,1.0789473684210527
132,1.0864864864864865
133,1.0304568527918783
134,1.0761421319796953
135,0.9671361502347418
136,1.0978260869565217
137,1.0669856459330143
138,1.0864864864864865
139,1.0304568527918783
140,1.0696517412935322
141,1.0978260869565217
142,0.985
143,1.0903225806451613
144,1.0698924731182795
145,1.078125
146,1.032258064516129
147,0.9811320754716981
148,1.0621761658031088
149,1.0610328638497653
150,0.9809523809523809
151,1.0621761658031088
152,1.0561224489795917
153,1.053658536585366
154,1.078125
155,1.0837696335078535
156,0.9454545454545454
157,1.019704433497537
158,1.0561224489795917
159,1.0696517412935322
160,1.0386740331491713
161,0.9611650485436893
162,1.0621761658031088
163,1.0612244897959184
164,1.0304568527918783
165,1.0689655172413792
166,1.0490196078431373
167,1.0696517412935322
168,1.0698924731182795
169,1.0666666666666667
170,1.0696517412935322
171,0.9362745098039216
172,0.9086538461538461
173,1.0227272727272727
174,0.9947368421052631
175,1.0310880829015545
176,1.0666666666666667
177,0.9746192893401016
178,1.0621761658031088
179,1.077319587628866
180,1.078048780487805
181,1.0746268656716418
182,1.035175879396985
183,1.037037037037037
184,1.0621761658031088
185,0.9695431472081218
186,1.0869565217391304
187,1.0864864864864865
188,1.0815217391304348
189,1.0594594594594595
190,1.0561224489795917
191,1.0544554455445545
192,0.9870689655172413
193,0.961352657004831
194,1.0427807486631016
195,1.0710659898477157
196,1.0304568527918783
197,0.9904761904761905
198,1.0445454545454544
199,1.0729166666666667
200,1.0358923230309072
201,1.0864864864864865
202,1.053658536585366
203,1.0568720379146919
204,1.0892018779342723
205,1.0714285714285714
206,0.9811320754716981
207,0.9953703703703703
208,1.0470588235294118
209,1.0564102564102564
210,0.9617224880382775
211,1.0879120879120878
212,1.0698924731182795
213,1.0561224489795917
214,1.055045871559633
215,1.053658536585366
216,0.9118942731277533
217,0.9590909090909091
218,1.0721649484536082
219,1.0837696335078535
220,1.1025906735751296
221,1.0621761658031088
222,1.0864864864864865
223,1.0837696335078535
224,1.019704433497537
225,1.0698924731182795
226,0.9186991869918699
227,1.0698924731182795
228,1.014018691588785
229,0.9515418502202643
230,1.0934065934065933
231,1.068062827225131
232,1.0544554455445545
233,1.0696517412935322
234,1.0696517412935322
235,1.0714285714285714
236,1.0555555555555556
237,1.085561497326203
238,1.073446327683616
239,1.0333333333333334
240,1.0696517412935322
241,1.0864864864864865
242,1.0242718446601942
243,1.0490196078431373
244,1.0304568527918783
245,1.0386740331491713
246,1.073446327683616
247,1.1025906735751296
248,0.9186991869918699
249,1.0864864864864865
250,1.0561224489795917
251,1.0561224489795917
252,1.0874316939890711
253,0.9813084112149533
254,1.0263157894736843
255,1.0384615384615385
256,1.0544554455445545
257,0.9327731092436975
258,1.0698924731182795
259,1.0894736842105264
260,1.015075376884422
261,1.085561497326203
262,1.0294117647058822
263,0.9815668202764977
264,0.9565217391304348
265,1.0837696335078535
266,1.0714285714285714
267,1.0555555555555556
268,1.03125
269,1.0837696335078535
270,1.0837696335078535
271,1.078125
272,0.9353448275862069
273,1.0304568527918783
274,1.0679611650485437
275,1.0698924731182795
276,1.0696517412935322
277,1.0698924731182795
278,0.9656862745098039
279,0.974025974025974
280,1.07035175879397
281,1.0634146341463415
282,1.0977011494252873
283,1.0561224489795917
284,1.0816326530612246
285,1.005
286,1.055045871559633
287,0.974025974025974
288,1.0666666666666667
289,1.064516129032258
290,0.9624413145539906
291,0.9371584699453552
292,1.053763440860215
293,1.0048076923076923
294,1.0179372197309418
295,1.0544554455445545
296,1.056701030927835
297,0.9478260869565217
298,0.9811320754716981
299,1.0421052631578946
300,1.0544554455445545
301,1.0339805825242718
302,1.0714285714285714
303,1.0374331550802138
304,1.0255102040816326
305,0.9827586206896551
306,1.0341463414634147
307,1.0761421319796953
308,0.9671361502347418
309,1.0612244897959184
310,1.0696517412935322
311,1.0561224489795917
312,1.0588235294117647
313,0.9813084112149533
314,1.0685185185185184
315,1.085561497326203
316,0.9764150943396226
317,1.0561224489795917
318,1.041237113402062
319,1.0147783251231528
320,1.0561224489795917
321,1.0328638497652582
322,1.0621761658031088
323,0.961352657004831
324,1.0304568527918783
325,1.0289855072463767
326,1.0
327,1.0544554455445545
328,1.0304568527918783
329,1.0394088669950738
330,1.0621761658031088
331,1.0837696335078535
332,1.0934065934065933
333,0.9596412556053812
334,0.9900990099009901
335,1.078125
336,1.0837696335078535
337,1.0621761658031088
338,1.0753768844221105
339,1.0721649484536082
340,0.9532710280373832
341,1.0561224489795917
342,0.971830985915493
343,1.0864864864864865
344,0.944954128440367
345,1.07035175879397
346,1.0594059405940595
347,0.9903381642512077
348,1.0304568527918783
349,1.0837696335078535
350,0.9811320754716981
351,0.9858490566037735
352,1.0341463414634147
353,0.9533678756476683
354,1.0909090909090908
355,1.0579710144927537
356,1.0621761658031088
357,0.9186991869918699
358,1.0761421319796953
359,1.0698924731182795
360,1.029126213592233
361,1.0710659898477157
362,1.0714285714285714
363,1.0869565217391304
364,1.037037037037037
365,1.0561224489795917
366,0.9902912621359223
367,1.0544554455445545
368,1.0837696335078535
369,1.1025906735751296
370,1.0977011494252873
371,1.073446327683616
372,1.0698924731182795
373,1.014018691588785
374,1.0555555555555556
375,1.0962566844919786
376,0.961352657004831
377,0.9342105263157895
378,1.056701030927835
379,1.0864864864864865
380,1.0837696335078535
381,1.0036199095022624
382,1.0932642487046633
383,1.0561224489795917
384,1.0467532467532468
385,1.0621761658031088
386,1.1305263157894736
387,1.0304568527918783
388,1.075268817204301
389,0.9813084112149533
390,1.0696517412935322
391,0.9811320754716981
392,1.0698924731182795
393,1.0561224489795917
394,1.0721649484536082
395,0.9838383838383838
396,1.0698924731182795
397,1.064516129032258
398,1.0564102564102564
399,0.9855072463768116
400,1.0561224489795917
401,1.0561224489795917
402,1.0304568527918783
403,1.0088105726872247
404,1.0307692307692307
405,1.0931372549019607
406,1.0710659898477157
407,1.0576923076923077
408,0.9622641509433962
409,0.9362745098039216
410,1.0923913043478262
411,1.07
412,1.0588235294117647
413,1.0696517412935322
414,1.0696517412935322
415,1.0423280423280423
416,1.0721649484536082
417,1.0674157303370786
418,1.0108108108108107
419,1.0569948186528497
420,1.0864864864864865
421,1.0714285714285714
422,1.0561224489795917
423,1.0304568527918783
424,1.0666666666666667
425,1.0485436893203883
426,1.0561224489795917
427,1.109375
428,1.0710659898477157
429,1.0544554455445545
430,1.073446327683616
431,1.0515463917525774
432,1.0555555555555556
433,1.078125
434,1.0696517412935322
435,1.0606060606060606
436,1.0947368421052632
437,1.0977011494252873
438,1.078125
439,0.9576271186440678
440,1.0480769230769231
441,1.0612244897959184
442,0.9194915254237288
443,1.0561224489795917
444,0.9811320754716981
445,1.0696517412935322
446,1.0476190476190477
447,1.0679611650485437
448,1.019704433497537
449,0.9362745098039216
450,1.075268817204301
451,1.0869565217391304
452,1.0561224489795917
453,0.9559471365638766
454,1.0689655172413792
455,1.0127118644067796
456,1.0837696335078535
457,0.9497716894977168
458,1.0101010101010102
459,1.0710659898477157
460,0.9389671361502347
461,1.0721649484536082
462,1.0694444444444444
463,1.0627272727272727
464,1.064516129032258
465,1.0696517412935322
466,1.0561224489795917
467,1.0621761658031088
468,1.0578947368421052
469,1.056701030927835
470,1.0520833333333333
471,1.0425531914893618
472,0.9186991869918699
473,1.0722222222222222
474,1.0461538461538462
475,1.029126213592233
476,1.0145631067961165
477,1.0561224489795917
478,1.0561224489795917
479,1.0304568527918783
480,1.0304568527918783
481,1.0722222222222222
482,1.0277511961722487
483,1.0689655172413792
484,1.0621761658031088
485,0.9809523809523809
486,1.0721649484536082
487,1.0606060606060606
488,1.0837696335078535
489,1.0561224489795917
490,0.9124423963133641
491,1.0307692307692307
492,1.0304568527918783
493,1.077319587628866
494,1.0621761658031088
495,1.0459183673469388
496,1.0569948186528497
497,1.0561224489795917
498,1.0621761658031088
499,1.0328638497652582
500,0.9819004524886877
501,1.0698924731182795
502,1.0315789473684212
503,0.9813084112149533
504,1.0717703349282297
505,1.0561224489795917
506,1.0837696335078535
507,1.0696517412935322
508,1.0427807486631016
509,0.9363636363636364
510,1.078125
511,1.0696517412935322
512,1.064516129032258
513,1.077319587628866
514,1.0464454976303317
515,0.9722222222222222
516,1.0149253731343284
517,1.0698924731182795
518,1.0304568527918783
519,1.0621761658031088
520,1.0520833333333333
521,0.9903381642512077
522,1.078125
523,1.0756756756756756
524,1.0544554455445545
525,1.007563025210084
526,1.0561224489795917
527,1.0934065934065933
528,1.0621761658031088
529,1.0698924731182795
530,0.9441860465116279
531,1.0864864864864865
532,1.0864864864864865
533,1.0561224489795917
534,0.9702127659574468
535,0.9813084112149533
536,1.0531400966183575
537,1.0304568527918783
538,1.0304568527918783
539,1.0894736842105264
540,1.0454545454545454
541,0.9852941176470589
542,1.056701030927835
543,1.0251256281407035
544,0.9900990099009901
545,0.961352657004831
546,1.0696517412935322
547,1.0555555555555556
548,1.0815217391304348
549,1.0423280423280423
550,1.0056497175141244
551,1.0304568527918783
552,1.0304568527918783
553,1.0485436893203883
554,1.0436893203883495
555,1.0824742268041236
556,1.0555555555555556
557,1.078125
558,1.0561224489795917
559,1.0144230769230769
560,1.0837696335078535
561,1.0175438596491229
562,1.0520833333333333
563,1.0544554455445545
564,1.0591397849462365
565,1.0721649484536082
566,0.9811320754716981
567,1.0406091370558375
568,0.9953703703703703
569,1.0421052631578946
570,1.0621761658031088
571,1.0304568527918783
572,1.0679611650485437
573,1.03125
574,1.0561224489795917
575,1.0544554455445545
576,1.029126213592233
577,1.0696517412935322
578,1.0612244897959184
579,1.033175355450237
580,1.0837696335078535
581,1.0698924731182795
582,1.075268817204301
583,1.0874316939890711
584,1.0721649484536082
585,1.0621761658031088
586,1.0561224489795917
