,p1_off_spad_ratio,p2_off_spad_ratio
0,0.9782608695652174,0.9876416065911432
1,0.9770114942528736,0.9900990099009901
2,0.9659090909090909,0.990558615263572
3,0.9693877551020407,0.9891989198919892
4,0.9863945578231292,0.9893946089262041
5,0.9900990099009901,0.9904115061925689
6,0.9821428571428571,0.9826589595375722
7,0.9821428571428571,0.9892952720785013
8,0.9574468085106383,0.9868421052631579
9,0.9838274932614556,0.9897610921501706
10,0.9459459459459459,0.989010989010989
11,0.9685863874345549,0.9900124843945068
12,0.9821428571428571,0.9868421052631579
13,0.9826589595375722,0.9871175523349437
14,0.9693877551020407,0.991182953710507
15,0.9859154929577465,0.9904076738609112
16,0.9860788863109049,0.9905623279591034
17,0.975103734439834,0.9906359734685914
18,0.9782608695652174,0.9900990099009901
19,0.9800664451827242,0.9887005649717514
20,0.979381443298969,0.9888007466168922
21,0.9850374064837906,0.9892037786774629
22,0.9459459459459459,0.9899286613512379
23,0.963855421686747,0.9900124843945068
24,0.9210526315789473,0.9891107078039928
25,0.9818731117824774,0.9891057648660917
26,0.9862385321100917,0.9899328859060402
27,0.9818731117824774,0.9884726224783862
28,0.9782608695652174,0.9876543209876543
29,0.9701492537313433,0.9879032258064516
30,0.9659090909090909,0.9900124843945068
31,0.9848484848484849,0.9904115061925689
32,0.9210526315789473,0.975103734439834
33,0.9903381642512077,0.9881422924901185
34,0.9715639810426541,0.9896729776247849
35,0.9459459459459459,0.9898477157360406
36,0.9833795013850416,0.9883720930232558
37,0.9838274932614556,0.9909194097616345
38,0.9883720930232558,0.9900166389351082
39,0.977859778597786,0.9900166389351082
40,0.9786476868327402,0.9897610921501706
41,0.979381443298969,0.9891107078039928
42,0.9850374064837906,0.9889042995839112
43,0.9872611464968153,0.9868421052631579
44,0.984251968503937,0.9904115061925689
45,0.9838274932614556,0.9904912836767037
46,0.9803921568627451,0.9887005649717514
47,0.9774436090225563,0.9884836852207294
48,0.9860788863109049,0.9898391193903472
49,0.9659090909090909,0.9899328859060402
50,0.9668508287292817,0.9900166389351082
51,0.9852216748768473,0.9904076738609112
52,0.977859778597786,0.988909426987061
53,0.9800664451827242,0.9896685320705984
54,0.9863945578231292,0.9900166389351082
55,0.9888059701492538,0.9893946089262041
56,0.9887005649717514,0.9884836852207294
57,0.9904912836767037,0.9883720930232558
58,0.9459459459459459,0.9854014598540146
59,0.975103734439834,0.9894875164257556
60,0.9807073954983923,0.9901760130986492
61,0.9862385321100917,0.9881364310430054
62,0.9854014598540146,0.9883720930232558
63,0.975609756097561,0.9900166389351082
64,0.9900166389351082,0.9904115061925689
65,0.9800664451827242,0.9896729776247849
66,0.9893048128342246,0.9885931558935361
67,0.9857482185273159,0.9896685320705984
68,0.9659090909090909,0.988695242581253
69,0.9782608695652174,0.988795518207283
70,0.970873786407767,0.9909876079609463
71,0.9715639810426541,0.9899286613512379
72,0.979381443298969,0.9899328859060402
73,0.9786476868327402,0.9865319865319865
74,0.9844559585492227,0.9887005649717514
75,0.967741935483871,0.9894875164257556
76,0.963855421686747,0.9896729776247849
77,0.9848484848484849,0.9900166389351082
78,0.9765625,0.9896729776247849
79,0.9826589595375722,0.9900990099009901
80,0.9852216748768473,0.9884836852207294
81,0.984251968503937,0.9892037786774629
82,0.9745762711864406,0.9893946089262041
83,0.9854014598540146,0.9898434193821414
84,0.9734513274336283,0.9898391193903472
85,0.9649122807017544,0.9905623279591034
86,0.9693877551020407,0.9903381642512077
87,0.9848484848484849,0.988795518207283
88,0.9803921568627451,0.9833795013850416
89,0.970873786407767,0.9889042995839112
90,0.9659090909090909,0.9893000445831476
91,0.9821428571428571,0.9891107078039928
92,0.9871244635193133,0.9907084785133565
93,0.9210526315789473,0.9900166389351082
94,0.9659090909090909,0.9868421052631579
95,0.9838274932614556,0.9893000445831476
96,0.9016393442622951,0.9846547314578005
97,0.9807073954983923,0.9900124843945068
98,0.9693877551020407,0.9904912836767037
99,0.979381443298969,0.9885823025689819
100,0.970873786407767,0.9875259875259875
101,0.9668508287292817,0.9883720930232558
102,0.9877800407331976,0.9893946089262041
103,0.967741935483871,0.9876543209876543
104,0.9800664451827242,0.9899286613512379
105,0.9829059829059829,0.9881422924901185
106,0.9668508287292817,0.990487514863258
107,0.8823529411764706,0.9876543209876543
108,0.9883720930232558,0.9884781565050408
109,0.9871244635193133,0.9902557856272838
110,0.9838274932614556,0.9900990099009901
111,0.9821428571428571,0.9904912836767037
112,0.9807073954983923,0.9888007466168922
113,0.9880239520958084,0.9883720930232558
114,0.9879032258064516,0.990487514863258
115,0.9797297297297297,0.9894875164257556
116,0.9873949579831933,0.9895788102475033
117,0.9862385321100917,0.9877738155883852
118,0.984251968503937,0.9900124843945068
119,0.977859778597786,0.9883720930232558
120,0.9734513274336283,0.9901800327332242
121,0.9774436090225563,0.9897610921501706
122,0.9866962305986696,0.9892037786774629
123,0.9872611464968153,0.9891107078039928
124,0.9815950920245399,0.9893946089262041
125,0.9836065573770492,0.9878971255673222
126,0.9838274932614556,0.9873883342091434
127,0.9760956175298805,0.98900595510765
128,0.9862385321100917,0.988909426987061
129,0.9797297297297297,0.9900949236483698
130,0.9844559585492227,0.9882583170254403
131,0.967741935483871,0.9859154929577465
132,0.9668508287292817,0.9900124843945068
133,0.9210526315789473,0.9846350832266325
134,0.9790209790209791,0.9900166389351082
135,0.9797297297297297,0.9877738155883852
136,0.9865470852017937,0.9876543209876543
137,0.9482758620689655,0.9894875164257556
138,0.9863945578231292,0.9893992932862191
139,0.9807073954983923,0.9886899151743638
140,0.9818731117824774,0.9901760130986492
141,0.9815950920245399,0.9899328859060402
142,0.9693877551020407,0.9896685320705984
143,0.9848484848484849,0.9892086330935251
144,0.977859778597786,0.9900166389351082
145,0.9774436090225563,0.9885877318116976
146,0.9859154929577465,0.9904912836767037
147,0.9574468085106383,0.9857482185273159
148,0.9824046920821115,0.9904115061925689
149,0.9826589595375722,0.9896729776247849
150,0.9846547314578005,0.9888059701492538
151,0.9797297297297297,0.988909426987061
152,0.9850374064837906,0.9863945578231292
153,0.9800664451827242,0.9897610921501706
154,0.9840425531914894,0.9885931558935361
155,0.9833795013850416,0.9897610921501706
156,0.9850374064837906,0.9900124843945068
157,0.9765625,0.9883720930232558
158,0.9862385321100917,0.9900166389351082
159,0.9774436090225563,0.9866888519134775
160,0.9840425531914894,0.9893946089262041
161,0.9826589595375722,0.9900990099009901
162,0.9815950920245399,0.9899328859060402
163,0.975609756097561,0.9876543209876543
164,0.9803921568627451,0.9871244635193133
165,0.9862385321100917,0.9901760130986492
166,0.9863945578231292,0.9892086330935251
167,0.975609756097561,0.9873883342091434
168,0.977859778597786,0.9885931558935361
169,0.9693877551020407,0.9892086330935251
170,0.9541984732824428,0.9884836852207294
171,0.975103734439834,0.9860788863109049
172,0.9829059829059829,0.98900595510765
173,0.9760956175298805,0.9879032258064516
174,0.9833795013850416,0.9884836852207294
175,0.9815950920245399,0.989492119089317
176,0.9782608695652174,0.989492119089317
177,0.9715639810426541,0.9893946089262041
178,0.9728506787330317,0.9881422924901185
179,0.9728506787330317,0.9893992932862191
180,0.9859154929577465,0.9908501715592832
181,0.9833795013850416,0.9848484848484849
