,p1_spe_trend,p2_spe_trend,spe_trend_diff
0,77.5,135.83333333333334,-58.33333333333334
1,128.33333333333334,231.25,-102.91666666666666
2,14.166666666666671,242.5,-228.33333333333331
3,54.16666666666667,258.3333333333333,-204.16666666666663
4,225.0,135.0,90.0
5,383.75,225.0,158.75
6,151.66666666666669,212.08333333333331,-60.41666666666663
7,241.66666666666669,213.33333333333331,28.33333333333337
8,-50.83333333333333,203.33333333333331,-254.16666666666663
9,175.0,408.3333333333333,-233.33333333333331
10,-42.5,306.6666666666667,-349.1666666666667
11,-4.166666666666664,233.33333333333337,-237.50000000000003
12,37.5,311.6666666666667,-274.1666666666667
13,187.5,200.83333333333337,-13.333333333333371
14,8.333333333333329,148.75,-140.41666666666669
15,190.83333333333331,241.66666666666663,-50.833333333333314
16,146.25,264.1666666666667,-117.91666666666669
17,71.66666666666667,129.16666666666666,-57.499999999999986
18,90.83333333333333,185.41666666666669,-94.58333333333336
19,68.33333333333333,358.3333333333333,-290.0
20,65.41666666666667,226.25,-160.83333333333331
21,107.5,93.33333333333333,14.166666666666671
22,-30.0,193.75,-223.75
23,49.16666666666667,262.9166666666667,-213.75
24,42.5,304.1666666666667,-261.6666666666667
25,12.916666666666671,154.16666666666666,-141.25
26,56.66666666666667,265.8333333333333,-209.16666666666663
27,167.5,194.58333333333331,-27.083333333333314
28,80.0,295.4166666666667,-215.41666666666669
29,133.33333333333331,259.1666666666667,-125.83333333333337
30,2.5,271.6666666666667,-269.1666666666667
31,128.33333333333331,245.83333333333337,-117.50000000000006
32,20.0,98.33333333333333,-78.33333333333333
33,470.8333333333333,205.0,265.8333333333333
34,150.83333333333331,408.3333333333333,-257.5
35,-24.16666666666667,283.75,-307.9166666666667
36,76.66666666666667,247.08333333333331,-170.41666666666663
37,156.66666666666669,266.6666666666667,-110.0
38,273.3333333333333,271.6666666666667,1.6666666666666288
39,5.833333333333329,316.6666666666667,-310.83333333333337
40,198.33333333333331,316.6666666666667,-118.33333333333337
41,170.0,345.0,-175.0
42,102.08333333333334,61.66666666666667,40.41666666666667
43,222.5,84.58333333333333,137.91666666666669
44,227.5,131.25,96.25
45,142.91666666666669,375.0,-232.08333333333331
46,72.08333333333333,317.5,-245.41666666666669
47,105.0,233.33333333333334,-128.33333333333334
48,178.33333333333331,129.58333333333334,48.74999999999997
49,-13.333333333333329,308.3333333333333,-321.66666666666663
50,93.33333333333333,245.41666666666669,-152.08333333333337
51,210.83333333333331,163.75,47.083333333333314
52,24.58333333333333,294.1666666666667,-269.58333333333337
53,107.5,232.91666666666669,-125.41666666666669
54,143.33333333333331,144.16666666666669,-0.8333333333333712
55,202.5,280.0,-77.5
56,82.08333333333333,298.3333333333333,-216.25
57,350.0,209.58333333333331,140.41666666666669
58,-11.666666666666664,270.8333333333333,-282.5
59,41.66666666666667,234.16666666666669,-192.5
60,100.0,215.00000000000003,-115.00000000000003
61,192.5,143.33333333333331,49.166666666666686
62,130.0,292.0833333333333,-162.08333333333331
63,115.0,287.9166666666667,-172.91666666666669
64,331.6666666666667,276.6666666666667,55.0
65,71.66666666666666,118.75,-47.08333333333334
66,201.66666666666669,203.33333333333334,-1.6666666666666572
67,226.66666666666669,175.83333333333331,50.83333333333337
68,-37.5,75.83333333333333,-113.33333333333333
69,109.58333333333333,149.16666666666669,-39.58333333333336
70,50.0,198.33333333333337,-148.33333333333337
71,71.66666666666667,275.0,-203.33333333333331
72,31.66666666666667,236.25,-204.58333333333331
73,72.91666666666667,117.50000000000001,-44.58333333333334
74,135.83333333333331,211.66666666666669,-75.83333333333337
75,17.5,279.1666666666667,-261.6666666666667
76,21.66666666666667,270.4166666666667,-248.75
77,176.66666666666666,354.1666666666667,-177.50000000000003
78,174.16666666666669,267.0833333333333,-92.91666666666663
79,48.33333333333333,555.8333333333334,-507.50000000000006
80,189.16666666666669,292.9166666666667,-103.75
81,127.91666666666666,205.83333333333337,-77.91666666666671
82,18.33333333333333,147.08333333333331,-128.75
83,255.0,221.25,33.75
84,-14.166666666666664,150.0,-164.16666666666666
85,61.25,387.5,-326.25
86,94.16666666666667,283.75,-189.58333333333331
87,86.66666666666667,82.50000000000001,4.166666666666657
88,184.16666666666669,150.41666666666669,33.75
89,70.0,200.41666666666669,-130.41666666666669
90,0.0,212.08333333333337,-212.08333333333337
91,115.0,247.5,-132.5
92,250.0,105.41666666666666,144.58333333333334
93,34.16666666666667,189.16666666666669,-155.0
94,67.08333333333333,78.75,-11.666666666666671
95,116.25,133.33333333333331,-17.083333333333314
96,-8.333333333333336,167.5,-175.83333333333334
97,121.66666666666667,240.41666666666669,-118.75000000000001
98,8.333333333333329,248.75,-240.41666666666669
99,118.33333333333334,99.58333333333334,18.75
100,31.66666666666667,258.75,-227.08333333333331
101,55.83333333333333,292.0833333333333,-236.25
102,303.3333333333333,329.1666666666667,-25.83333333333337
103,145.83333333333331,203.33333333333331,-57.5
104,61.66666666666667,335.83333333333337,-274.1666666666667
105,180.0,138.75,41.25
106,87.5,180.83333333333331,-93.33333333333331
107,-28.33333333333333,207.08333333333331,-235.41666666666663
108,280.4166666666667,170.83333333333331,109.58333333333337
109,167.91666666666669,337.5,-169.58333333333331
110,170.83333333333331,272.5,-101.66666666666669
111,166.25,323.75,-157.5
112,101.66666666666667,90.41666666666666,11.250000000000014
113,239.16666666666669,265.8333333333333,-26.66666666666663
114,187.08333333333331,184.58333333333337,2.499999999999943
115,102.5,222.08333333333337,-119.58333333333337
116,254.16666666666669,350.0,-95.83333333333331
117,320.0,111.24999999999999,208.75
118,158.75,328.75,-170.0
119,58.33333333333333,333.3333333333333,-275.0
120,95.0,445.8333333333333,-350.8333333333333
121,50.0,241.66666666666669,-191.66666666666669
122,89.16666666666667,135.83333333333331,-46.66666666666664
123,170.0,247.5,-77.5
124,151.66666666666669,258.75,-107.08333333333331
125,216.66666666666669,176.66666666666666,40.00000000000003
126,25.0,87.91666666666666,-62.91666666666666
127,189.16666666666669,127.91666666666666,61.25000000000003
128,3.75,253.33333333333331,-249.58333333333331
129,204.16666666666669,115.41666666666666,88.75000000000003
130,165.83333333333331,275.4166666666667,-109.58333333333337
131,170.83333333333331,222.5,-51.666666666666686
132,83.33333333333333,262.9166666666667,-179.58333333333337
133,44.16666666666667,-2.500000000000007,46.66666666666668
134,220.83333333333331,265.4166666666667,-44.58333333333337
135,105.83333333333333,127.91666666666666,-22.08333333333333
136,305.8333333333333,329.1666666666667,-23.33333333333337
137,30.0,305.0,-275.0
138,258.3333333333333,292.9166666666667,-34.58333333333337
139,134.16666666666669,170.83333333333334,-36.66666666666666
140,172.5,177.5,-5.0
141,118.33333333333333,255.83333333333331,-137.5
142,55.83333333333333,243.75,-187.91666666666669
143,240.0,317.0833333333333,-77.08333333333331
144,244.16666666666669,312.9166666666667,-68.75
145,63.75,271.25,-207.5
146,60.41666666666667,222.5,-162.08333333333331
147,47.5,137.08333333333331,-89.58333333333331
